Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.brucei RNA Seq data from George Cross - procyclic form - nonunique (Tb PCF BSF RSeq)	T.brucei RNA Seq data from George Cross - blood form - nonunique (Tb PCF BSF RSeq)	sense - PCF mRNA	sense - slBF mRNA	sense - cBF mRNA	sense - PF mRNA	sense - BF mRNA	
Tb927.6.670	Tb927.6.670:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:281,898..283,065(-)	exosome complex component RRP45	16.36	11.2	18.9	11.81	18.15	14.22	15.54	
Tb927.6.680	Tb927.6.680:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:283,275..284,628(-)	hypothetical protein, conserved	9.55	11.53	11.67	11.75	16.45	10.61	25.71	
Tb927.6.690	Tb927.6.690:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:284,569..292,804(-)	hypothetical protein, conserved	5.1	6.03	2.87	7.82	2.22	2.81	8.21	
Tb927.6.700	Tb927.6.700:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:293,038..296,695(-)	alanyl-tRNA synthetase, putative	62.72	32.85	19.6	12.38	24.73	16.87	22.98	
Tb927.6.710	Tb927.6.710:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:297,088..297,832(-)	dephospho-CoA kinase, putative	19.23	13.4	21.3	13.18	19.97	10.09	26.34	
Tb927.6.720	Tb927.6.720:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:298,195..298,823(-)	40S ribosomal protein L14, putative	255	232.66	391.52	284.38	346.64	268.62	510.13	
Tb927.6.730	Tb927.6.730:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:299,046..301,447(-)	hypothetical protein, conserved	12.84	11.8	7.25	11.78	12.79	6.79	12.8	
Tb927.6.740	Tb927.6.740:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:303,443..307,260(-)	ATP-dependent DEAH-box RNA helicase, putative	8.24	6.94	6.39	8.84	8.79	5.92	10.33	
Tb927.6.750	Tb927.6.750:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:307,369..310,089(-)	kinetoplastid-specific phospho-protein phosphatase, putative	10.82	14.3	21.86	15.66	34.65	11.23	29.6	
Tb927.6.760	Tb927.6.760:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:316,054..319,829(+)	receptor-type adenylate cyclase GRESAG 4, putative	47.27	16.41	10.52	14.1	11.74	5.3	9.86	
Tb927.6.770	Tb927.6.770:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:320,813..324,588(+)	receptor-type adenylate cyclase GRESAG 4, putative	45.59	15.75	10.61	14.17	11.33	4.96	9.12	
Tb927.6.780	Tb927.6.780:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:325,567..330,211(+)	receptor-type adenylate cyclase GRESAG 4, putative	42.93	15.49	11.45	15.19	12.01	5.8	11.76	
Tb927.6.790	Tb927.6.790:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:330,321..334,096(+)	receptor-type adenylate cyclase GRESAG 4, putative	49.06	17.39	10.6	13.93	11.32	5.39	9.56	
Tb927.6.800	Tb927.6.800:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:335,080..338,864(+)	receptor-type adenylate cyclase GRESAG 4, putative	46.06	15.5	10.44	14.24	10.88	4.83	9.73	
Tb927.6.810	Tb927.6.810:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:339,532..342,342(-)	hypothetical protein	0.28	0.24	0.23	0.6	0.5	0.24	1.12	
Tb927.6.815	Tb927.6.815:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:343,530..343,904(-)	hypothetical protein	3.71	18.06	2.33	12.52	10.89	0.66	33.57	
Tb927.6.820	Tb927.6.820:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:347,689..354,274(-)	Pumilio homology domain family member 4	6.44	3.03	2.37	4.05	2.14	3.51	6.75	
Tb927.6.830	Tb927.6.830:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:353,989..356,165(-)	hypothetical protein, conserved	8.41	6.64	6.43	7.1	6.45	4.58	12.76	
Tb927.6.840	Tb927.6.840:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:357,614..359,132(-)	hypothetical protein, conserved	38.52	20.1	7.92	12.3	9.75	7.52	25.11	
Tb927.6.850	Tb927.6.850:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:359,009..363,116(-)	ccr4-not transcription complex subunit 2	6.83	10.23	7.21	9.97	7.39	4.74	15.82	
Tb927.6.860	Tb927.6.860:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:365,321..369,990(-)	hypothetical protein	6.65	7.05	2.63	5.37	2.08	1.73	3.17	
Tb927.6.870	Tb927.6.870:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:370,127..376,910(-)	myotubularin, putative	5.81	4.81	2.74	8.02	3.4	2.2	4.67	
Tb927.6.880	Tb927.6.880:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:377,165..379,026(-)	conserved protein	7.48	11.22	5.38	14.43	11.54	5.64	12.83	
Tb927.6.890	Tb927.6.890:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:379,752..384,581(-)	hypothetical protein, conserved	6.72	4.78	3.76	7	5.99	3.47	6.82	
Tb927.6.900	Tb927.6.900:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:384,715..387,783(-)	Substrate of Polo-like kinase in the basal body 1	6.68	6.17	3.6	4.76	5.67	4.7	3.62	
Tb927.6.910	Tb927.6.910:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:388,041..389,707(-)	SET domain containing protein, putative	8.36	9.43	8.13	9.77	10.18	11.23	15.88	
Tb927.6.920	Tb927.6.920:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:393,404..396,388(-)	helicase, putative	8.4	4.04	2.95	4.97	4.68	2.03	4.34	
Tb927.6.930	Tb927.6.930:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:396,519..398,483(-)	metacaspase MCA3	14.18	32.42	6.93	25.65	22.72	3.59	18.09	
Tb927.6.940	Tb927.6.940:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:400,174..401,334(-)	metacaspase MCA2	17.83	39.25	8.32	28.41	26.19	4.01	15.47	
Tb927.6.950	Tb927.6.950:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:402,054..404,442(-)	cysteinyl-tRNA synthetase, putative	49.15	35.02	19.52	20.89	26.04	12.93	16.35	
Tb927.6.960	Tb927.6.960:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:404,524..406,187(-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	410.08	589.9	253.91	413.74	520.65	410.58	1063.3	
Tb927.6.970	Tb927.6.970:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:406,311..407,951(-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	431.95	605.94	260.6	428.42	536.24	378.25	1077.18	
Tb927.6.980	Tb927.6.980:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:408,084..409,715(-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	440.92	620.25	259.74	423.26	528.15	383.59	1068.49	
Tb927.6.990	Tb927.6.990:mRNA	T. brucei brucei TREU927	Tb927_06_v5.1:409,834..411,476(-)	cysteine peptidase, Clan CA, family C1, Cathepsin L-like	477.21	656.55	247.04	403.86	557.42	443.12	1145.18	
Tb927.7.100	Tb927.7.100:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:2..442(+)	variant surface glycoprotein (VSG), putative (fragment)	0	0	0	0	0.04	0	0	
Tb927.7.1000	Tb927.7.1000:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:259,928..262,027(+)	ATP-dependent DNA helicase-like PIF8	14.21	11.81	8.86	11.69	12.94	16.19	19.4	
Tb927.7.1010	Tb927.7.1010:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:262,452..263,038(+)	hypothetical protein, conserved	5.42	13.88	22.95	20.1	29.84	36.36	38.8	
Tb927.7.1020	Tb927.7.1020:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:263,222..264,218(+)	hypothetical protein, conserved	13.37	13.47	18.77	18.85	29.15	17.28	25.81	
Tb927.7.1025	Tb927.7.1025:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:264,480..264,747(+)	hypothetical protein	17.08	14.56	16.72	13.95	20.3	23.86	43.52	
Tb927.7.1030	Tb927.7.1030:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:265,052..267,843(+)	heat shock 70 kDa protein, putative	17.11	18.66	9.48	10.11	13.88	13.83	18.17	
Tb927.7.1040	Tb927.7.1040:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:268,214..268,795(+)	40S ribosomal protein S16, putative	620.59	503.1	1075.12	684.95	858.51	1531.92	903.5	
Tb927.7.1050	Tb927.7.1050:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:268,945..269,481(+)	40S ribosomal protein S16, putative	652.96	535.21	1211.87	743.26	912.75	1368.84	880.94	
Tb927.7.1060	Tb927.7.1060:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:269,691..272,054(+)	ISWI complex protein	14.82	13.89	10.69	15.47	16.57	14.86	31.25	
Tb927.7.1070	Tb927.7.1070:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:272,227..275,017(+)	KREX1	12.98	7.53	5.9	8.01	9.01	13.91	12.47	
Tb927.7.1080	Tb927.7.1080:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:275,207..276,628(+)	hypothetical protein, conserved	22.39	15.26	12.89	12.05	12.43	10.1	13.28	
Tb927.7.1090	Tb927.7.1090:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:277,493..282,373(+)	DNA repair protein RAD5, putative	9.54	8.91	2.2	7.83	4.12	2.01	3.19	
Tb927.7.110	Tb927.7.110:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1:2,279..3,797(+)	variant surface glycoprotein, degenerate	0	0	0	0.01	0.01	0	0	
Tb927.7.1100	Tb927.7.1100:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:285,307..287,675(+)	hypothetical protein, conserved	13.36	15.07	15.39	18.46	18.9	19	24.85	
Tb927.7.1110	Tb927.7.1110:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:287,861..289,067(+)	asparagine synthetase a, putative	73.7	77.88	54.27	58	66.59	25.11	37.28	
Tb927.7.1120	Tb927.7.1120:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:290,251..290,802(+)	trypanothione/tryparedoxin dependent peroxidase 1, cytosolic	83.64	149.92	92.84	102.55	164.82	91.55	141.55	
Tb927.7.1130	Tb927.7.1130:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:291,180..291,738(+)	trypanothione/tryparedoxin dependent peroxidase 2	96.83	171.66	104.19	116.48	213.88	97.61	168.26	
Tb927.7.1140	Tb927.7.1140:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:292,116..292,670(+)	trypanothione/tryparedoxin dependent peroxidase 3	77.45	135.67	102.49	111.42	173.11	78.26	136.45	
Tb927.7.1150	Tb927.7.1150:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:293,594..297,862(+)	hypothetical protein, conserved	8.53	6.18	3.65	5.69	5.36	8.09	5.99	
Tb927.7.1160	Tb927.7.1160:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:298,045..298,596(+)	hypothetical protein, conserved	11.9	13.93	9.23	12.26	13.01	17.38	26.5	
Tb927.7.1170	Tb927.7.1170:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:298,804..299,427(+)	RNA-binding protein Y14	29.02	29.06	25.93	24.48	38.51	46.25	50.15	
Tb927.7.1172	Tb927.7.1172:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:299,944..300,314(+)	hypothetical protein	15.56	8.97	8.84	10.23	13.2	19.03	10.98	
Tb927.7.1175	Tb927.7.1175:tRNA	T. brucei brucei TREU927	Tb927_07_v5.1:300,549..300,619(+)	tRNA Glycine	11.21	11.32	4386.22	7121.18	8542.17	660.3	461.58	
Tb927.7.1180	Tb927.7.1180:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:300,918..301,657(+)	RNA-binding protein, putative	8.34	11.63	13.14	11.87	17.74	38.44	18.01	
Tb927.7.1190	Tb927.7.1190:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:301,782..305,567(+)	regulator of chromosome condensation, putative	10.25	10.58	3.83	13.62	10.31	5.22	8.02	
Tb927.7.120	Tb927.7.120:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1:5,047..6,624(+)	variant surface glycoprotein, degenerate	0	0	0	0.02	0.01	0	0	
Tb927.7.1200	Tb927.7.1200:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:306,711..308,273(+)	Protein of unknown function (DUF525), putative	20.37	17.18	11.61	11.49	16.41	10.31	15.28	
Tb927.7.1210	Tb927.7.1210:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:308,964..313,308(+)	regulator of chromosome condensation, putative	10.35	9.77	5.34	6.02	5.07	6.34	8.1	
Tb927.7.1220	Tb927.7.1220:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:312,767..317,113(+)	hypothetical protein, conserved	11.22	7.02	5.61	10.13	8.08	8.4	9.58	
Tb927.7.1230	Tb927.7.1230:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:318,271..320,872(+)	hypothetical protein, conserved	7.95	8.65	7.39	14.74	11.94	10.87	18.86	
Tb927.7.1240	Tb927.7.1240:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:321,602..324,869(+)	Sphingosine kinase	9.74	14.22	3.04	10.83	7.87	5.01	11.78	
Tb927.7.1250	Tb927.7.1250:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:325,220..326,763(+)	hypothetical protein, conserved	53.62	51.81	22.64	21	52.6	25.04	40.05	
Tb927.7.1260	Tb927.7.1260:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:327,512..329,304(+)	hypothetical protein, conserved	19.76	33.54	19.37	25.05	56.34	18.67	55.14	
Tb927.7.1270	Tb927.7.1270:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:329,442..331,294(+)	hypothetical protein, conserved	45.96	45.84	21.22	20.2	47.9	24.74	41.77	
Tb927.7.1280	Tb927.7.1280:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:331,731..332,793(+)	hypothetical protein, conserved	22.28	26.35	32.93	30.73	47	16.29	34.31	
Tb927.7.1290	Tb927.7.1290:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:333,077..334,390(+)	Protein of unknown function (DUF2012), putative	43.92	32.67	39.77	31.42	48.03	69.21	72.29	
Tb927.7.130	Tb927.7.130:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1:6,656..7,466(+)	expression site-associated gene 3 (ESAG3), degenerate	0	0	0.03	0.08	1.3	0	2.51	
Tb927.7.1300	Tb927.7.1300:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:334,513..336,340(+)	protein disulfide isomerase, putative	43.76	84.89	49.67	65.79	103.87	24.33	66.04	
Tb927.7.1310	Tb927.7.1310:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:336,542..341,328(+)	hypothetical protein, conserved	10.23	7.74	8.14	12.86	10.01	7.19	9.94	
Tb927.7.1320	Tb927.7.1320:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:341,272..342,005(+)	10 kDa heat shock protein, putative	335.91	215.49	538.77	229.14	315.9	653.08	382.92	
Tb927.7.1330	Tb927.7.1330:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:342,129..343,296(+)	hypothetical protein, conserved	8.52	14.54	10.76	16.24	24.8	14.72	29.01	
Tb927.7.1340	Tb927.7.1340:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:343,566..344,077(+)	10 kDa heat shock protein, putative	385.17	256.91	661.77	254.09	398	691.97	409.36	
Tb927.7.1350	Tb927.7.1350:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:344,302..345,534(+)	Pentatricopeptide repeat protein (PPR), putative	15.33	13.5	16.07	13.91	14.97	18.42	20.12	
Tb927.7.1360	Tb927.7.1360:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:345,867..347,040(+)	hypothetical protein, conserved	9.49	16.03	11.07	15.33	13.73	13.62	23.81	
Tb927.7.1370	Tb927.7.1370:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:350,492..352,315(+)	spliced leader RNA PSE-promoter transcription factor, putative	8.73	10.57	9.82	13.26	17.77	6.01	13.2	
Tb927.7.1380	Tb927.7.1380:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:352,510..353,216(+)	hypothetical protein, conserved	11.54	11.53	16.77	17.88	22.24	20.85	38.76	
Tb927.7.1390	Tb927.7.1390:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:353,362..354,203(+)	RNA-binding protein, putative	8.98	11.04	12.86	15.12	23.41	12.28	27.71	
Tb927.7.140	Tb927.7.140:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1:7,638..9,188(+)	variant surface glycoprotein, degenerate	0	0	0	0	0.01	0	0	
Tb927.7.1400	Tb927.7.1400:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:354,344..356,110(+)	Tripartite Attachment Complex Protein 60	6.08	6.43	6.72	8.19	9.82	7.68	12.99	
Tb927.7.1410	Tb927.7.1410:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:356,466..359,223(+)	hypothetical protein, conserved	9.16	7.74	6.05	5.12	8.17	5.93	7.05	
Tb927.7.1420	Tb927.7.1420:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:359,587..365,779(+)	hypothetical protein, conserved	8.23	9.32	4.25	18.75	7.67	3.87	7.5	
Tb927.7.1430	Tb927.7.1430:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:365,478..367,524(+)	leucine-rich repeat protein (LRRP), putative	12.05	12.34	18.05	17.21	23.32	20.89	18.63	
Tb927.7.1440	Tb927.7.1440:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:367,686..369,499(+)	non-canonical poly (A) polymerase	9.11	12.91	15.66	14.66	22.4	19.25	22.76	
Tb927.7.1450	Tb927.7.1450:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:369,624..371,300(+)	Conserved hypothetical ATP binding protein, putative	16.26	10.54	14.92	14.41	17.2	17.23	17.67	
Tb927.7.1460	Tb927.7.1460:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:371,399..374,557(+)	hypothetical protein, conserved	7.81	6.65	6.84	7.75	9.55	12.46	12.19	
Tb927.7.1470	Tb927.7.1470:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:374,674..375,666(+)	Mitochondrial ATP synthase subunit c-3	101	62.65	182.88	61.87	96.93	162.25	103.11	
Tb927.7.1480	Tb927.7.1480:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:375,821..377,317(+)	hypothetical protein, conserved	7.84	5.52	5.77	5.37	5.61	5.6	7.54	
Tb927.7.1490	Tb927.7.1490:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:377,870..378,910(+)	hypothetical protein, conserved	25.23	16.54	26.64	13.58	21.77	34.5	25.61	
Tb927.7.150	Tb927.7.150:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1:10,135..11,733(+)	variant surface glycoprotein, degenerate	0	0	0	0.32	0.26	0	0.23	
Tb927.7.1500	Tb927.7.1500:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:379,012..380,266(+)	Cytosolic Fe-S cluster assembly factor CFD1, putative	28.22	18.75	23.14	15.89	21.33	30.37	28.62	
Tb927.7.1510	Tb927.7.1510:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:380,455..382,479(+)	pseudouridylate synthase I, putative	10.52	7.65	8.43	8.74	10.03	14.81	7.68	
Tb927.7.1520	Tb927.7.1520:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:382,587..382,917(+)	hypothetical protein, conserved	12.02	13.18	13.19	12.27	22.88	23.21	23.49	
Tb927.7.1530	Tb927.7.1530:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:383,284..384,919(+)	2OG-Fe(II) oxygenase superfamily, putative	9.61	11.37	9.94	12.6	14.44	13.15	18.45	
Tb927.7.1540	Tb927.7.1540:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:385,039..386,071(+)	Staphylococcal nuclease homologue, putative	15.03	16.89	17	21.91	33.11	27.29	35.13	
Tb927.7.1550	Tb927.7.1550:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:386,228..388,203(+)	KRET2	15.41	9.93	8.89	9.77	11.08	17.86	19.4	
Tb927.7.1560	Tb927.7.1560:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:388,323..390,764(+)	TPR repeat, putative	6.85	7.76	12.87	9.95	14.59	8.43	11.37	
Tb927.7.1570	Tb927.7.1570:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:390,958..395,601(+)	hypothetical protein, conserved	8.87	7.76	4.54	7.84	8.29	6.95	7.89	
Tb927.7.1580	Tb927.7.1580:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:395,718..399,250(+)	Vps52 / Sac2 family, putative	8.73	9.03	5.58	12.04	11.27	9.61	16.3	
Tb927.7.1590	Tb927.7.1590:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:398,932..402,490(+)	mitotic cyclin	8.78	8.68	2.49	3.43	3.61	4.9	9.1	
Tb927.7.160	Tb927.7.160:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_07_v5.1:18,207..22,398(-)	expression site-associated gene 2 (ESAG2), degenerate	0.14	8.24	0.26	5.49	9.5	0.5	14.66	
Tb927.7.1600	Tb927.7.1600:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:402,639..404,253(+)	C-1-tetrahydrofolate synthase, cytoplasmic, putative	17.25	23.1	13.38	16.32	18.4	19.54	19.72	
Tb927.7.1610	Tb927.7.1610:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:404,539..406,508(+)	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase, putative	24.04	19.63	9.8	14.91	17.34	10.75	17.01	
Tb927.7.1620	Tb927.7.1620:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:407,028..408,134(+)	Cleavage factor I 25 kDa subunit, putative	8.63	8.19	4.97	8.49	9.34	13.88	19.57	
Tb927.7.1630	Tb927.7.1630:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:408,343..409,434(+)	hypothetical protein, conserved	32.26	18.18	45.09	23.79	38.09	19.32	27.64	
Tb927.7.1640	Tb927.7.1640:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:409,583..411,720(+)	ras-like small GTPase, putative	18.8	12.94	10.84	11.76	11.9	13.09	15.76	
Tb927.7.1650	Tb927.7.1650:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:411,867..414,250(+)	hypothetical protein, conserved	4.76	6.07	5.22	8.51	7.82	12.68	12.58	
Tb927.7.1660	Tb927.7.1660:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:414,448..417,647(+)	hypothetical protein, conserved	7.52	6.21	4.7	8.5	9.07	7.54	10.24	
Tb927.7.1670	Tb927.7.1670:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:418,012..419,018(+)	Eukaryotic translation initiation factor 4E type 6	26.09	35.11	25	25.31	32.19	36.82	42.66	
Tb927.7.1680	Tb927.7.1680:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:419,454..420,778(+)	Uncharacterised conserved protein (DUF2305), putative	11.86	13.43	12.68	15.59	19.99	11.6	17.89	
Tb927.7.1690	Tb927.7.1690:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:421,344..422,594(+)	Silent information regulator 2 related protein 1	11.14	12.29	10.39	18.73	15.04	14.24	28.12	
Tb927.7.170	Tb927.7.170:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:23,077..24,314(-)	expression site-associated gene 9 (ESAG9) protein, putative	1.13	35.23	4.13	17.22	25.02	5.57	30.36	
Tb927.7.1700	Tb927.7.1700:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:422,974..424,746(+)	hypothetical protein, conserved	7.3	10.75	5.23	3.38	5.41	5.86	3.34	
Tb927.7.1710	Tb927.7.1710:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:425,705..426,962(+)	eukaryotic peptide chain release factor subunit 1, putative	9.33	10.86	7.43	11.54	12.64	12.15	17.37	
Tb927.7.1720	Tb927.7.1720:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:427,227..428,072(+)	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	13.41	10.18	9.3	11.18	16.46	8.05	10.51	
Tb927.7.1730	Tb927.7.1730:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:429,021..429,912(+)	60S ribosomal protein L7, putative	534.31	438.15	646.85	426.72	642.07	1010.88	556.29	
Tb927.7.1740	Tb927.7.1740:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:430,041..430,925(+)	60S ribosomal protein L7, putative	546.85	444.98	647.72	428.89	641.27	1017.89	559.44	
Tb927.7.1750	Tb927.7.1750:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:431,054..431,883(+)	60S ribosomal protein L7, putative	592.2	475.58	694.2	456.02	695.88	1036.47	584.01	
Tb927.7.1760	Tb927.7.1760:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:432,084..434,357(+)	hypothetical protein, conserved	13.04	14.44	9.13	14.13	15	12.95	19.3	
Tb927.7.1770	Tb927.7.1770:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:434,542..436,363(+)	Mini-chromosome maintenance complex-binding protein	10.81	9.51	10.21	11.85	13.34	10.05	10.47	
Tb927.7.1780	Tb927.7.1780:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:436,677..438,023(+)	Adenine phosphoribosyltransferase, putative	47.87	45.59	65.23	29.32	98.7	53.15	49.62	
Tb927.7.1790	Tb927.7.1790:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:438,182..440,127(+)	Adenine phosphoribosyltransferase, putative	33.95	12.33	17.48	14.63	9.38	21.51	14.08	
Tb927.7.180	Tb927.7.180:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:24,546..28,420(-)	Trypanosomal VSG domain containing protein, putative	0.26	16.26	3.45	19.54	26.81	2.66	29.34	
Tb927.7.1800	Tb927.7.1800:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:440,247..441,297(+)	hypothetical protein, conserved	25.94	18.67	25.19	17.66	28.57	11.77	23.61	
Tb927.7.1810	Tb927.7.1810:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:441,424..443,069(+)	hypothetical protein, conserved	33.49	42.19	11.5	13.77	20.02	10.09	23.85	
Tb927.7.1820	Tb927.7.1820:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:443,230..444,016(+)	hypothetical protein, conserved	96.59	67.23	101.94	67.32	109.98	147.42	76.46	
Tb927.7.1830	Tb927.7.1830:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:444,144..445,321(+)	hypothetical protein, conserved	15.54	20.17	12.91	31.95	23.73	40.78	41.02	
Tb927.7.1840	Tb927.7.1840:mRNA	T. brucei brucei TREU927	Tb927_07_v5.1:445,602..446,820(+)	zinc finger protein, putative	38.53	42.18	53.02	68.58	76.01	55.42	49.06	
