2013Latest_numbers,Annotation,Class,Orthologue count,ORF length,BS RNAs/ cell Silicotryp ,Log 2 BS RNAs/ cell Silicotryp ,RPM pA+ fragments BS,BS RNAs/cell pA+ fragments ,Log 2 BS RNAs/cell pA+ fragments ,RPM Ribosome profiling,RPM Ribsome profiling x orthogue count,Ribosomes/cell/gene,Ribosomes/mRNA,Ribosomes/kb BS,Fraction in polysomes,mRNA abundance BS/PC (Silicotryp),"ribosomes/kb, BS/PC"
Tb927.4.2490,"hypothetical protein, conserved",ZUnknown,1,1248,0.8,-0.41,50.67,1.01,0.02,16.04,16.04,1.41,1.87,1.5,0.643,1.05,1.456
Tb927.11.2600,"hypothetical protein, conserved",ZUnknown,1,2781,1.3,0.35,240.53,4.81,2.27,78.63,78.63,6.9,5.42,1.95,0.728,1.3,0.771
Tb927.10.11090,"hypothetical protein, conserved",ZUnknown,1,2055,1.4,0.50,162.78,3.26,1.70,12.73,12.73,1.12,0.79,0.38,0.719,2.5,0.623
Tb927.11.14830,"hypothetical protein, conserved",ZUnknown,1,672,2.5,1.32,91.30,1.83,0.87,44.93,44.93,3.94,1.57,2.34,0.737,1.43,1.059
Tb927.11.16650,"hypothetical protein, conserved",ZUnknown,1,1905,0.5,-0.97,80.12,1.60,0.68,39.65,39.65,3.48,6.83,3.59,0.716,1.29,1.088
Tb927.9.12780,"hypothetical protein, conserved",ZUnknown,3,3300,1.0,-0.06,128.38,7.70,2.95,43.09,129.27,11.34,11.86,3.59,0.7,1.93,0.234
Tb927.5.1230,"hypothetical protein, conserved",ZUnknown,1,1452,3.6,1.87,163.13,3.26,1.71,296.44,296.44,26,7.13,4.91,0.748,3.07,0.716
Tb927.10.14510,"hypothetical protein, conserved",ZUnknown,1,2565,2.0,0.97,163.68,3.27,1.71,247.93,247.93,21.74,11.08,4.32,0.77,1.56,0.857
Tb927.6.5080,"hypothetical protein, conserved",ZUnknown,1,1701,3.8,1.93,111.25,2.23,1.15,203.20,203.2,17.82,4.69,2.76,0.798,1.34,0.634
Tb927.11.12400,"hypothetical protein, conserved",ZUnknown,1,1668,1.6,0.72,113.29,2.27,1.18,22.15,22.15,1.94,1.18,0.71,0.666,1.69,0.747
Tb927.7.900,"hypothetical protein, conserved",ZUnknown,1,1788,2.7,1.41,249.51,4.99,2.32,117.67,117.67,10.32,3.88,2.17,0.805,1.69,0.419
Tb927.5.920,"hypothetical protein, conserved",ZUnknown,1,1350,1.2,0.28,189.81,3.80,1.92,80.58,80.58,7.07,5.83,4.32,0.613,0.81,1.808
Tb927.3.4440,"hypothetical protein, conserved",ZUnknown,1,1041,1.9,0.92,80.40,1.61,0.69,11.74,11.74,1.03,0.55,0.53,0.684,1.97,0.576
Tb927.8.6260,"hypothetical protein, conserved",ZUnknown,1,2844,0.8,-0.29,132.68,2.65,1.41,41.64,41.64,3.65,4.48,1.58,0.714,2.46,0.324
Tb927.5.2390,"hypothetical protein, conserved",ZUnknown,1,1029,2.2,1.11,25.22,0.50,-0.99,193.46,193.46,16.97,7.86,7.64,0.797,5.22,1.163
Tb927.8.7950,"hypothetical protein, conserved",ZUnknown,2,5244,1.7,0.79,297.63,11.91,3.57,337.77,675.54,59.25,34.19,6.52,0.727,2.93,0.282
Tb927.8.1230,"hypothetical protein, conserved",ZUnknown,1,552,3.5,1.81,126.98,2.54,1.34,87.98,87.98,7.72,2.2,3.99,0.75,0.91,1.07
Tb927.11.4340,"hypothetical protein, conserved",ZUnknown,1,2673,1.1,0.12,84.48,1.69,0.76,33.28,33.28,2.92,2.68,1,0.713,2.07,0.592
Tb927.4.1390,"hypothetical protein, conserved",ZUnknown,1,6997,0.6,-0.81,304.76,6.10,2.61,83.07,83.07,7.29,12.76,1.82,0.727,1.65,1.182
Tb927.11.14420,"hypothetical protein, conserved",ZUnknown,1,1068,1.0,0.03,52.41,1.05,0.07,6.34,6.34,0.56,0.54,0.51,0.573,1.6,0.233
Tb927.9.10930,"hypothetical protein, conserved",ZUnknown,1,339,4.3,2.11,63.67,1.27,0.35,32.58,32.58,2.86,0.66,1.95,0.455,2.78,0.56
Tb927.9.8180,"hypothetical protein, conserved",ZUnknown,1,1929,3.0,1.58,69.06,1.38,0.47,237.18,237.18,20.8,6.95,3.6,0.8,1.63,1
Tb927.9.4630,"hypothetical protein, conserved",ZUnknown,1,4038,1.2,0.24,193.02,3.86,1.95,42.85,42.85,3.76,3.18,0.79,0.752,2.68,0.299
Tb927.10.9910,"hypothetical protein, conserved",ZUnknown,1,1350,2.4,1.24,106.34,2.13,1.09,210.20,210.2,18.43,7.81,5.79,0.794,1.33,1.129
Tb927.10.13250,"hypothetical protein, conserved",ZUnknown,1,5733,1.3,0.33,190.48,3.81,1.93,235.41,235.41,20.65,16.47,2.87,0.776,3.58,0.28
Tb927.6.1220,"hypothetical protein, conserved",ZUnknown,1,1698,1.1,0.16,83.76,1.68,0.74,41.81,41.81,3.67,3.29,1.94,0.63,2.34,0.408
Tb927.11.8100,"hypothetical protein, conserved",ZUnknown,4,627,2.4,1.29,118.64,9.49,3.25,25.46,101.84,8.93,3.66,5.84,0.523,0.72,0.97
Tb927.7.7030,"hypothetical protein, conserved",ZUnknown,1,1956,1.1,0.11,56.77,1.14,0.18,101.51,101.51,8.9,8.23,4.21,0.748,1.82,0.359
Tb927.9.1650,"hypothetical protein, conserved",ZUnknown,1,1101,0.4,-1.17,68.73,1.37,0.46,7.38,7.38,0.65,1.46,1.33,0.477,0.48,1.243
Tb927.11.9250,"hypothetical protein, conserved",ZUnknown,1,1425,1.8,0.84,123.69,2.47,1.31,160.19,160.19,14.05,7.85,5.51,0.783,1.21,1.136
Tb927.11.3930,"hypothetical protein, conserved",ZUnknown,1,1188,1.3,0.42,102.77,2.06,1.04,35.63,35.63,3.12,2.33,1.96,0.638,1.53,1.647
Tb927.10.1840,"hypothetical protein, conserved",ZUnknown,1,1551,1.3,0.41,127.49,2.55,1.35,39.82,39.82,3.49,2.62,1.69,0.594,1.44,1.252
Tb927.11.9290,"hypothetical protein, conserved",ZUnknown,1,2292,0.9,-0.18,36.89,0.74,-0.44,91.15,91.15,7.99,9.05,3.95,0.758,3.6,0.388
Tb927.10.3850,"hypothetical protein, conserved",ZUnknown,1,1911,0.9,-0.08,59.65,1.19,0.25,10.35,10.35,0.91,0.96,0.5,0.636,1.59,0.625
Tb927.11.2810,"hypothetical protein, conserved",ZUnknown,1,801,1.5,0.58,79.96,1.60,0.68,18.57,18.57,1.63,1.09,1.36,0.675,0.99,1.106
Tb927.4.2300,"hypothetical protein, conserved",ZUnknown,1,2121,1.3,0.36,66.58,1.33,0.41,113.04,113.04,9.91,7.72,3.64,0.752,2.64,0.567
Tb927.11.11610,"hypothetical protein, conserved",ZUnknown,1,1719,1.3,0.42,126.49,2.53,1.34,82.03,82.03,7.19,5.38,3.13,0.709,2.41,0.694
Tb927.10.14870,"hypothetical protein, conserved",ZUnknown,1,2046,3.5,1.81,172.77,3.46,1.79,99.77,99.77,8.75,2.49,1.22,0.731,1.15,0.318
Tb927.10.11330,"hypothetical protein, conserved",ZUnknown,1,687,5.1,2.34,316.89,6.34,2.66,142.60,142.6,12.51,2.46,3.58,0.685,1.31,1.956
Tb927.1.3260,"hypothetical protein, conserved",ZUnknown,1,5661,1.7,0.74,285.13,5.70,2.51,282.43,282.43,24.77,14.81,2.62,0.764,4.38,0.21
Tb927.5.2770,"hypothetical protein, conserved",ZUnknown,1,1224,4.3,2.09,400.37,8.01,3.00,109.73,109.73,9.62,2.26,1.85,0.745,1.7,0.934
Tb927.1.3270,"hypothetical protein, conserved",ZUnknown,1,2736,1.1,0.18,158.28,3.17,1.66,157.33,157.33,13.8,12.2,4.46,0.778,1.41,0.98
Tb927.11.16630,"hypothetical protein, conserved",ZUnknown,1,2052,1.5,0.60,142.20,2.84,1.51,45.77,45.77,4.01,2.65,1.29,0.759,1.21,0.315
Tb927.10.9170,"hypothetical protein, conserved",ZUnknown,1,546,3.6,1.84,101.30,2.03,1.02,34.51,34.51,3.03,0.84,1.54,0.675,1.5,1.833
Tb927.7.4050,"hypothetical protein, conserved",ZUnknown,1,2268,1.3,0.33,197.90,3.96,1.98,25.21,25.21,2.21,1.75,0.77,0.641,1.11,1.055
Tb927.7.720,"hypothetical protein, conserved",ZUnknown,1,5214,0.6,-0.72,91.81,1.84,0.88,19.99,19.99,1.75,2.89,0.55,0.643,5.34,0.068
Tb927.5.3890,"hypothetical protein, conserved",ZUnknown,1,915,0.7,-0.55,38.55,0.77,-0.38,4.09,4.09,0.36,0.52,0.57,0.597,0.78,0.64
Tb927.3.5080,"hypothetical protein, conserved",ZUnknown,1,1596,1.7,0.79,89.03,1.78,0.83,52.37,52.37,4.59,2.65,1.66,0.641,4.49,16.6
Tb927.11.6080,"hypothetical protein, conserved",ZUnknown,1,570,1.4,0.48,77.13,1.54,0.63,13.10,13.1,1.15,0.82,1.44,0.526,0.83,0.9
Tb927.11.10620,"hypothetical protein, conserved",ZUnknown,1,576,3.2,1.68,62.26,1.25,0.32,64.45,64.45,5.65,1.77,3.07,0.747,1.79,0.911
Tb927.10.810,"hypothetical protein, conserved",ZUnknown,1,1812,1.5,0.58,95.99,1.92,0.94,51.91,51.91,4.55,3.05,1.68,0.767,2.04,0.339
Tb927.7.6190,"hypothetical protein, conserved",ZUnknown,1,630,4.3,2.12,14.38,0.29,-1.80,53.93,53.93,4.73,1.09,1.73,0.733,3.12,0.584
Tb927.7.6600,"hypothetical protein, conserved",ZUnknown,1,807,2.6,1.35,126.34,2.53,1.34,156.21,156.21,13.7,5.37,6.65,0.745,6.24,4.683
Tb927.10.14340,"hypothetical protein, conserved",ZUnknown,1,3522,1.1,0.20,176.08,3.52,1.82,192.50,192.5,16.88,14.7,4.17,0.799,2.24,0.449
Tb927.10.14330,"hypothetical protein, conserved",ZUnknown,1,3123,1.0,0.06,130.15,2.60,1.38,86.67,86.67,7.6,7.28,2.33,0.752,1.36,0.212
Tb927.6.3920,"hypothetical protein, conserved",ZUnknown,1,480,1.7,0.78,54.55,1.09,0.13,38.55,38.55,3.38,1.97,4.1,0.609,1.08,0.832
Tb927.3.1600,"hypothetical protein, conserved",ZUnknown,1,309,1.9,0.95,36.56,0.73,-0.45,63.28,63.28,5.55,2.87,9.29,0.646,1.37,0.606
Tb927.11.5160,"hypothetical protein, conserved",ZUnknown,1,2781,1.1,0.17,116.63,2.33,1.22,9.27,9.27,0.81,0.72,0.26,0.606,2.08,1.083
Tb927.7.5100,"hypothetical protein, conserved",ZUnknown,1,876,2.1,1.07,155.57,3.11,1.64,21.11,21.11,1.85,0.88,1,0.571,0.5,2.5
Tb927.5.820,"hypothetical protein, conserved",ZUnknown,1,1035,2.9,1.51,96.49,1.93,0.95,59.29,59.29,5.2,1.82,1.76,0.641,3.17,0.674
Tb927.1.3050,"hypothetical protein, conserved",ZUnknown,1,1680,1.3,0.43,99.92,2.00,1.00,30.49,30.49,2.67,1.98,1.18,0.731,1.08,0.69
Tb927.11.13300,"hypothetical protein, conserved",ZUnknown,1,471,3.2,1.69,55.52,1.11,0.15,124.68,124.68,10.93,3.39,7.2,0.762,1.97,0.944
Tb927.5.3450,"hypothetical protein, conserved",ZUnknown,1,1584,2.3,1.18,230.23,4.60,2.20,281.74,281.74,24.71,10.87,6.86,0.794,2.38,0.472
Tb927.11.2790,"hypothetical protein, conserved",ZUnknown,1,2130,1.4,0.51,143.64,2.87,1.52,199.52,199.52,17.5,12.31,5.78,0.779,1.63,0.955
Tb927.9.1390,"hypothetical protein, conserved",ZUnknown,1,249,7.0,2.80,53.31,1.07,0.09,32.39,32.39,2.84,0.41,1.65,0.59,1.12,0.705
Tb927.10.3330,"hypothetical protein, conserved",ZUnknown,1,1050,1.3,0.43,87.48,1.75,0.81,45.62,45.62,4,2.98,2.84,0.66,1.82,0.743
Tb927.5.3900,"hypothetical protein, conserved",ZUnknown,1,2235,1.6,0.63,158.60,3.17,1.67,160.12,160.12,14.04,9.05,4.05,0.754,2.47,0.278
Tb927.11.440,"hypothetical protein, conserved",ZUnknown,1,882,2.2,1.16,145.73,2.91,1.54,83.75,83.75,7.35,3.3,3.74,0.776,1.4,0.607
Tb927.11.930,"hypothetical protein, conserved",ZUnknown,1,2223,1.2,0.25,86.18,1.72,0.79,51.06,51.06,4.48,3.78,1.7,0.712,1.47,1.328
Tb927.9.6470,"hypothetical protein, conserved",ZUnknown,1,705,1.6,0.71,51.84,1.04,0.05,91.29,91.29,8.01,4.88,6.92,0.719,1.93,1.373
Tb927.9.13040,"hypothetical protein, conserved",ZUnknown,1,1248,1.2,0.21,91.84,1.84,0.88,16.55,16.55,1.45,1.25,1,0.713,1.92,0.305
Tb927.4.840,"hypothetical protein, conserved",ZUnknown,1,1239,0.9,-0.09,97.03,1.94,0.96,43.18,43.18,3.79,4.03,3.25,0.718,0.62,1.847
Tb927.10.250,"hypothetical protein, conserved",ZUnknown,1,2172,0.6,-0.69,40.11,0.80,-0.32,18.20,18.2,1.6,2.57,1.18,0.685,2.44,0.308
Tb927.11.3020,"hypothetical protein, conserved",ZUnknown,1,2001,1.4,0.48,123.14,2.46,1.30,32.01,32.01,2.81,2.01,1,0.738,1.43,1.22
Tb927.7.5190,"hypothetical protein, conserved",ZUnknown,1,3555,1.2,0.25,94.90,1.90,0.92,90.63,90.63,7.95,6.66,1.87,0.76,3.16,0.284
Tb927.11.12260,"hypothetical protein, conserved",ZUnknown,1,1863,0.5,-0.95,108.46,2.17,1.12,72.26,72.26,6.34,12.26,6.58,0.733,1.8,1.298
Tb927.6.3720,"hypothetical protein, conserved",ZUnknown,1,2013,1.6,0.67,115.08,2.30,1.20,72.92,72.92,6.4,4.02,2,0.732,1.17,0.905
Tb927.6.660,"hypothetical protein, conserved",ZUnknown,1,2070,1.2,0.20,191.80,3.84,1.94,111.10,111.1,9.74,8.46,4.09,0.737,1.21,1.111
Tb927.10.7010,"hypothetical protein, conserved",ZUnknown,1,1641,0.8,-0.31,136.02,2.72,1.44,39.18,39.18,3.44,4.26,2.6,0.644,1.04,1.176
Tb927.8.3600,"hypothetical protein, conserved",ZUnknown,1,267,5.2,2.37,27.39,0.55,-0.87,9.16,9.16,0.8,0.16,0.6,0.533,1.6,1.053
Tb927.10.6110,"hypothetical protein, conserved",ZUnknown,1,2148,1.2,0.28,162.27,3.25,1.70,89.28,89.28,7.83,6.44,3,0.722,1.65,1.107
Tb927.6.2600,"hypothetical protein, conserved",ZUnknown,1,432,6.0,2.60,92.33,1.85,0.88,91.57,91.57,8.03,1.33,3.08,0.765,0.93,0.848
Tb927.3.4150,"hypothetical protein, conserved",ZUnknown,1,1353,1.8,0.81,99.19,1.98,0.99,38.70,38.7,3.39,1.93,1.43,0.671,2.67,2.014
Tb927.11.11710,"hypothetical protein, conserved",ZUnknown,1,1026,2.6,1.39,170.76,3.42,1.77,94.20,94.2,8.26,3.16,3.08,0.743,3.96,2.545
Tb927.8.5700,"hypothetical protein, conserved",ZUnknown,1,1197,0.9,-0.20,83.74,1.67,0.74,14.81,14.81,1.3,1.5,1.25,0.66,2.94,0.504
Tb927.4.910,"hypothetical protein, conserved",ZUnknown,1,777,1.7,0.75,76.36,1.53,0.61,15.95,15.95,1.4,0.83,1.07,0.558,1.58,0.527
Tb927.2.4520,"hypothetical protein, conserved",ZUnknown,1,3765,2.2,1.10,191.27,3.83,1.94,232.92,232.92,20.43,9.5,2.52,0.783,2.8,0.349
Tb927.8.3990,"hypothetical protein, conserved",ZUnknown,1,873,2.8,1.48,141.21,2.82,1.50,57.88,57.88,5.08,1.82,2.08,0.785,2.28,0.77
Tb927.9.6920,"hypothetical protein, conserved",ZUnknown,1,1089,3.6,1.84,186.46,3.73,1.90,318.76,318.76,27.96,7.79,7.15,0.782,0.85,1.22
Tb927.4.4540,"hypothetical protein, conserved",ZUnknown,1,366,3.7,1.88,31.94,0.64,-0.65,69.61,69.61,6.1,1.66,4.54,0.752,4.05,1.513
Tb927.1.4040,"hypothetical protein, conserved",ZUnknown,1,1620,0.8,-0.30,30.35,0.61,-0.72,50.18,50.18,4.4,5.4,3.33,0.685,1.81,1.354
Tb927.8.7070,"hypothetical protein, conserved",ZUnknown,1,951,0.7,-0.62,57.57,1.15,0.20,36.36,36.36,3.19,4.9,5.15,0.678,4.62,0.292
Tb927.8.5070,"hypothetical protein, conserved",ZUnknown,1,378,5.5,2.47,137.95,2.76,1.46,99.97,99.97,8.77,1.58,4.18,0.696,0.72,1.384
Tb927.9.8190,"hypothetical protein, conserved",ZUnknown,1,765,3.3,1.72,133.29,2.67,1.41,178.74,178.74,15.68,4.77,6.24,0.808,1.24,1.047
Tb927.6.2090,"hypothetical protein, conserved",ZUnknown,1,2133,1.4,0.49,196.61,3.93,1.98,104.43,104.43,9.16,6.54,3.07,0.787,1.06,0.607
Tb927.10.10100,"hypothetical protein, conserved",ZUnknown,1,2469,1.3,0.32,111.50,2.23,1.16,22.57,22.57,1.98,1.58,0.64,0.743,2.81,0.753
Tb927.10.3530,"hypothetical protein, conserved",ZUnknown,1,1149,0.7,-0.59,54.57,1.09,0.13,25.20,25.2,2.21,3.32,2.89,0.626,2.09,1.762
Tb927.2.4780,"hypothetical protein, conserved",ZUnknown,1,2823,1.7,0.77,113.21,2.26,1.18,164.74,164.74,14.45,8.49,3.01,0.688,3.57,0.384
Tb927.5.3790,"hypothetical protein, conserved",ZUnknown,1,792,2.0,0.98,36.15,0.72,-0.47,103.41,103.41,9.07,4.61,5.82,0.782,4.42,1.152
Tb927.9.2070,"hypothetical protein, conserved",ZUnknown,1,2247,1.3,0.34,211.47,4.23,2.08,52.17,52.17,4.58,3.61,1.61,0.622,2.13,0.785
Tb927.9.3770,"hypothetical protein, conserved",ZUnknown,1,663,7.5,2.91,262.17,5.24,2.39,175.00,175,15.35,2.05,3.09,0.783,2.09,1.12
Tb927.7.4700,"hypothetical protein, conserved",ZUnknown,1,2097,3.5,1.81,220.08,4.40,2.14,613.06,613.06,53.77,15.34,7.32,0.828,2.89,0.649
Tb927.10.13450,"hypothetical protein, conserved",ZUnknown,1,1803,1.6,0.70,60.97,1.22,0.29,98.18,98.18,8.61,5.31,2.95,0.755,2.19,0.339
Tb927.9.2550,"hypothetical protein, conserved",ZUnknown,1,3129,0.9,-0.18,171.79,3.44,1.78,89.77,89.77,7.87,8.92,2.85,0.712,2.49,0.401
Tb927.5.2750,"hypothetical protein, conserved",ZUnknown,1,1281,2.8,1.48,128.52,2.57,1.36,125.94,125.94,11.05,3.95,3.08,0.777,7.23,1.381
Tb927.10.7350,"hypothetical protein, conserved",ZUnknown,1,5385,1.4,0.44,247.50,4.95,2.31,266.13,266.13,23.34,17.21,3.2,0.772,2.64,0.291
Tb927.11.6800,"hypothetical protein, conserved",ZUnknown,1,1164,0.8,-0.27,79.58,1.59,0.67,34.65,34.65,3.04,3.66,3.14,0.581,2.1,2.039
Tb927.10.930,"hypothetical protein, conserved",ZUnknown,1,1938,1.0,-0.02,89.31,1.79,0.84,163.66,163.66,14.35,14.59,7.53,0.796,2.02,0.557
Tb927.10.750,"hypothetical protein, conserved",ZUnknown,1,381,8.1,3.02,119.87,2.40,1.26,56.79,56.79,4.98,0.61,1.6,0.639,1.53,0.833
Tb927.6.4260,"hypothetical protein, conserved",ZUnknown,1,972,3.4,1.75,286.66,5.73,2.52,119.86,119.86,10.51,3.13,3.22,0.718,0.8,1.851
Tb927.10.4760,"hypothetical protein, conserved",ZUnknown,1,729,5.5,2.46,314.75,6.30,2.65,139.39,139.39,12.22,2.22,3.05,0.728,1.08,1.134
Tb927.10.15160,"hypothetical protein, conserved",ZUnknown,1,2634,0.8,-0.37,115.33,2.31,1.21,94.42,94.42,8.28,10.73,4.07,0.743,2.26,1.334
Tb927.11.8130,"hypothetical protein, conserved",ZUnknown,1,207,3.8,1.94,55.76,1.12,0.16,92.44,92.44,8.11,2.11,10.19,0.756,2.29,1.184
Tb927.10.9370,"hypothetical protein, conserved",ZUnknown,1,1035,1.6,0.67,110.51,2.21,1.14,24.84,24.84,2.18,1.37,1.32,0.633,1.58,1.031
Tb927.8.1950,"hypothetical protein, conserved",ZUnknown,1,2133,2.1,1.04,241.74,4.83,2.27,219.06,219.06,19.21,9.35,4.38,0.751,2.05,0.258
Tb927.9.10880,"hypothetical protein, conserved",ZUnknown,1,1031,2.8,1.50,95.66,1.91,0.94,14.31,14.31,1.26,0.44,0.43,0.518,0.7,0.566
Tb927.11.590,"hypothetical protein, conserved",ZUnknown,1,603,3.3,1.72,72.17,1.44,0.53,33.28,33.28,2.92,0.89,1.48,0.591,1.38,0.718
Tb927.4.3400,"hypothetical protein, conserved",ZUnknown,1,1818,1.8,0.85,166.50,3.33,1.74,142.58,142.58,12.5,6.95,3.82,0.787,4.21,5.162
Tb927.6.4490,"hypothetical protein, conserved",ZUnknown,1,504,2.0,1.03,82.99,1.66,0.73,19.84,19.84,1.74,0.85,1.69,0.725,0.43,3.841
Tb927.8.2490,"hypothetical protein, conserved",ZUnknown,1,933,1.2,0.26,70.30,1.41,0.49,17.71,17.71,1.55,1.3,1.39,0.634,1.75,0.644
Tb927.2.3990,"hypothetical protein, conserved",ZUnknown,1,3177,0.9,-0.20,103.42,2.07,1.05,97.59,97.59,8.56,9.83,3.09,0.754,3.55,0.402
Tb927.4.500,"hypothetical protein, conserved",ZUnknown,1,1293,0.7,-0.55,56.68,1.13,0.18,16.30,16.3,1.43,2.1,1.62,0.667,2.24,8.1
Tb927.9.12750,"hypothetical protein, conserved",ZUnknown,1,1032,1.5,0.54,54.91,1.10,0.14,79.08,79.08,6.94,4.77,4.62,0.734,2.46,0.769
Tb927.3.2100,"hypothetical protein, conserved",ZUnknown,1,927,3.1,1.66,125.41,2.51,1.33,268.75,268.75,23.57,7.48,8.07,0.808,0.86,0.743
Tb927.3.5220,"hypothetical protein, conserved",ZUnknown,1,1767,1.9,0.90,26.44,0.53,-0.92,191.46,191.46,16.79,8.99,5.09,0.763,1.52,1.041
Tb927.7.790,"hypothetical protein, conserved",ZUnknown,1,1608,1.1,0.08,71.23,1.42,0.51,10.86,10.86,0.95,0.9,0.56,0.66,2.28,1.436
Tb927.10.4750,"hypothetical protein, conserved",ZUnknown,1,1173,1.0,-0.03,62.16,1.24,0.31,69.83,69.83,6.12,6.25,5.33,0.797,1.35,0.575
Tb927.8.2510,"hypothetical protein, conserved",ZUnknown,1,729,1.6,0.70,126.40,2.53,1.34,38.41,38.41,3.37,2.07,2.84,0.561,0.86,1.614
Tb927.9.1790,"hypothetical protein, conserved",ZUnknown,1,729,1.7,0.77,132.68,2.65,1.41,20.07,20.07,1.76,1.03,1.41,0.521,1.03,1.831
Tb927.9.10350,"hypothetical protein, conserved",ZUnknown,1,624,2.9,1.52,69.84,1.40,0.48,102.10,102.1,8.95,3.12,5,0.779,2.68,1.168
Tb927.10.11570,"hypothetical protein, conserved",ZUnknown,1,2200,1.1,0.09,184.53,3.69,1.88,76.46,76.46,6.71,6.28,2.85,0.728,1.55,0.983
Tb927.10.14130,"hypothetical protein, conserved",ZUnknown,1,459,1.8,0.83,47.92,0.96,-0.06,81.35,81.35,7.13,4.01,8.74,0.644,2.96,0.651
Tb927.5.3240,"hypothetical protein, conserved",ZUnknown,1,2394,1.5,0.54,127.28,2.55,1.35,167.21,167.21,14.66,10.07,4.21,0.79,2.54,0.453
Tb927.6.4750,"hypothetical protein, conserved",ZUnknown,1,1875,0.8,-0.30,133.29,2.67,1.41,76.02,76.02,6.67,8.21,4.38,0.771,0.52,0.754
Tb927.10.1190,"hypothetical protein, conserved",ZUnknown,1,2154,0.8,-0.24,85.09,1.70,0.77,12.15,12.15,1.07,1.26,0.58,0.616,1.44,2.071
Tb927.7.4260,"hypothetical protein, conserved",ZUnknown,1,792,6.8,2.77,194.44,3.89,1.96,309.62,309.62,27.15,3.99,5.04,0.827,11.6,1.969
Tb927.1.1670,"hypothetical protein, conserved",ZUnknown,1,3246,2.6,1.36,222.92,4.46,2.16,507.42,507.42,44.5,17.34,5.34,0.742,1.79,0.589
Tb927.11.7830,"hypothetical protein, conserved",ZUnknown,1,813,1.2,0.28,49.03,0.98,-0.03,14.35,14.35,1.26,1.03,1.27,0.622,1.19,0.751
Tb927.11.8320,"hypothetical protein, conserved",ZUnknown,1,1305,0.5,-0.88,54.25,1.09,0.12,35.14,35.14,3.08,5.68,4.35,0.712,2.02,0.935
Tb927.11.11510,"hypothetical protein, conserved",ZUnknown,1,882,2.1,1.09,112.21,2.24,1.17,24.46,24.46,2.15,1.01,1.15,0.682,0.8,2.5
Tb927.3.760,"hypothetical protein, conserved",ZUnknown,1,1653,0.7,-0.54,96.51,1.93,0.95,77.12,77.12,6.76,9.82,5.94,0.74,2.37,0.724
Tb927.11.13670,"hypothetical protein, conserved",ZUnknown,1,4875,2.4,1.25,241.99,4.84,2.27,351.42,351.42,30.82,12.98,2.66,0.763,3.31,0.313
Tb927.10.15330,"hypothetical protein, conserved",ZUnknown,1,1818,2.9,1.54,105.84,2.12,1.08,300.10,300.1,26.32,9.05,4.98,0.817,1.65,0.648
Tb927.11.4860,"hypothetical protein, conserved",ZUnknown,1,1401,4.4,2.14,394.91,7.90,2.98,333.08,333.08,29.21,6.64,4.74,0.788,5.06,2.394
Tb927.10.16080,"hypothetical protein, conserved",ZUnknown,1,378,2.9,1.52,80.49,1.61,0.69,49.81,49.81,4.37,1.52,4.02,0.731,0.33,1.336
Tb927.9.2730,"hypothetical protein, conserved",ZUnknown,1,4137,0.7,-0.56,115.61,2.31,1.21,100.59,100.59,8.82,12.98,3.14,0.721,3.25,0.24
Tb927.4.1600,"hypothetical protein, conserved",ZUnknown,1,705,3.2,1.67,140.28,2.81,1.49,43.02,43.02,3.77,1.19,1.69,0.653,1.31,0.876
Tb927.11.13410,"hypothetical protein, conserved",ZUnknown,1,846,0.8,-0.30,73.16,1.46,0.55,9.03,9.03,0.79,0.98,1.16,0.623,0.98,1.303
Tb927.11.7050,"hypothetical protein, conserved",ZUnknown,1,486,2.2,1.14,136.92,2.74,1.45,97.27,97.27,8.53,3.88,7.98,0.817,1.2,1.864
Tb927.10.10020,"hypothetical protein, conserved",ZUnknown,1,1806,0.7,-0.59,55.25,1.11,0.14,86.61,86.61,7.6,11.41,6.32,0.764,5.86,0.471
Tb927.10.3960,"hypothetical protein, conserved",ZUnknown,1,468,2.1,1.06,31.72,0.63,-0.66,63.91,63.91,5.61,2.68,5.73,0.766,2.45,1.049
Tb927.8.3020,"hypothetical protein, conserved",ZUnknown,1,1812,2.2,1.12,29.55,0.59,-0.76,94.24,94.24,8.27,3.79,2.09,0.684,2.21,0.59
Tb927.8.6670,"hypothetical protein, conserved",ZUnknown,1,1533,0.5,-0.89,96.62,1.93,0.95,51.40,51.4,4.51,8.34,5.44,0.65,1.31,1.943
Tb927.10.14380,"hypothetical protein, conserved",ZUnknown,1,2586,1.4,0.48,144.37,2.89,1.53,125.68,125.68,11.02,7.88,3.05,0.763,1.66,0.393
Tb927.9.10890,"hypothetical protein, conserved",ZUnknown,1,789,4.9,2.30,141.29,2.83,1.50,213.71,213.71,18.74,3.82,4.84,0.767,2.14,0.736
Tb927.9.3560,"hypothetical protein, conserved",ZUnknown,1,801,1.1,0.12,110.68,2.21,1.15,51.14,51.14,4.49,4.13,5.16,0.732,1.23,2.15
Tb927.9.8240,"hypothetical protein, conserved",ZUnknown,1,1497,0.6,-0.79,49.36,0.99,-0.02,62.52,62.52,5.48,9.46,6.32,0.67,1.7,0.924
Tb927.11.15200,"hypothetical protein, conserved",ZUnknown,1,207,4.6,2.20,14.43,0.29,-1.79,11.54,11.54,1.01,0.22,1.06,0.617,6.32,0.247
