2013Latest_numbers,Annotation,Class,Orthologue count,ORF length,PC RNAs/cell Silicotryp,RPM Ribsome profiling,RPM Ribsome profiling x orthogue count,Ribosomes/cell/gene,Ribosomes/mRNA,Ribosomes/kb,Fraction in polysomes,LOG 2 Ribosomes/kb,Ribosomes/kb on polysomes,
Tb927.11.2160,"hypothetical protein, conserved",ZUnknown,1,465,1.9,80.41,80.41,15.81,8.2,17.63,0.69,4.14,25.55072464,
Tb927.8.1950,"hypothetical protein, conserved",ZUnknown,1,2133,2.1,394.87,394.87,77.63,36.18,16.96,0.66,4.08,25.6969697,
Tb927.10.10000,"hypothetical protein, conserved",ZUnknown,1,1224,9.8,1262.51,1262.51,248.22,25.42,20.76,0.805,4.38,25.78881988,
Tb927.5.3260,"hypothetical protein, conserved",ZUnknown,1,4200,0.5,214.27,214.27,42.13,84.97,20.23,0.775,4.34,26.10322581,
Tb927.8.3960,"hypothetical protein, conserved",ZUnknown,1,1230,0.4,38.47,38.47,7.56,17.34,14.1,0.535,3.82,26.35514019,
Tb927.3.2750,"hypothetical protein, conserved",ZUnknown,1,2616,0.7,183.09,183.09,36,50.85,19.44,0.725,4.28,26.8137931,
Tb927.9.8520,"hypothetical protein, conserved",ZUnknown,1,843,0.9,63.45,63.45,12.47,14.38,17.05,0.635,4.09,26.8503937,
Tb927.11.11650,"hypothetical protein, conserved",ZUnknown,2,3021,0.4,47.02,94.04,18.49,51.98,17.21,0.635,4.11,27.1023622,
Tb927.4.2600,"hypothetical protein, conserved",ZUnknown,1,4887,0.5,264.34,264.34,51.97,100.58,20.58,0.75,4.36,27.44,
Tb927.11.3170,"hypothetical protein, conserved",ZUnknown,2,618,2.0,38.80,77.6,15.26,7.82,12.65,0.46,3.66,27.5,
Tb927.5.4390,"hypothetical protein, conserved",ZUnknown,2,408,3.6,67.13,134.26,26.4,7.24,17.75,0.645,4.15,27.51937984,
Tb927.9.11540,"hypothetical protein, conserved",ZUnknown,1,1317,5.0,779.93,779.93,153.34,30.77,23.37,0.845,4.55,27.65680473,
Tb927.3.1550,"hypothetical protein, conserved",ZUnknown,1,3030,0.3,90.70,90.7,17.83,56.16,18.53,0.665,4.21,27.86466165,
Tb927.7.7060,"hypothetical protein, conserved",ZUnknown,2,501,2.9,77.57,155.14,30.5,10.53,21.02,0.75,4.39,28.02666667,
Tb927.11.12530,"hypothetical protein, conserved",ZUnknown,1,2421,1.5,421.48,421.48,82.87,53.69,22.18,0.79,4.47,28.07594937,
Tb927.8.7950,"hypothetical protein, conserved",ZUnknown,2,5244,1.3,390.12,780.24,153.4,121.01,23.08,0.82,4.53,28.14634146,
Tb927.3.3110,"hypothetical protein, conserved",ZUnknown,1,3186,0.6,184.71,184.71,36.32,63.78,20.02,0.685,4.32,29.22627737,
Tb927.11.6430,"hypothetical protein, conserved",ZUnknown,1,3780,1.1,528.17,528.17,103.84,95.8,25.34,0.855,4.66,29.6374269,
Tb927.6.3880,"hypothetical protein, conserved",ZUnknown,1,1503,1.5,274.61,274.61,53.99,36.59,24.34,0.815,4.61,29.86503067,
Tb927.4.4060,"hypothetical protein, conserved",ZUnknown,2,2832,0.8,129.84,259.68,51.06,61.24,21.62,0.69,4.43,31.33333333,
Tb927.9.12070,"hypothetical protein, conserved",ZUnknown,1,2988,1.0,383.81,383.81,75.46,75,25.1,0.8,4.65,31.375,
Tb927.8.6430,"hypothetical protein, conserved",ZUnknown,1,318,1.5,56.53,56.53,11.11,7.19,22.61,0.72,4.5,31.40277778,
Tb927.6.620,"hypothetical protein, conserved",ZUnknown,1,8187,0.6,720.30,720.3,141.62,223.55,27.31,0.86,4.77,31.75581395,
Tb927.11.6460,"hypothetical protein, conserved",ZUnknown,1,2865,1.4,521.24,521.24,102.48,73.67,25.71,0.805,4.68,31.9378882,
Tb927.2.4150,"hypothetical protein, conserved",ZUnknown,1,960,0.2,10.23,10.23,2.01,12.15,12.66,0.39,3.66,32.46153846,
Tb927.10.3790,"hypothetical protein, conserved",ZUnknown,1,11706,0.4,615.36,615.36,120.98,340.88,29.12,0.895,4.86,32.53631285,
Tb927.9.6760,"hypothetical protein, conserved",ZUnknown,1,879,0.5,42.66,42.66,8.39,17.33,19.72,0.605,4.3,32.59504132,
Tb927.9.2900,"hypothetical protein, conserved",ZUnknown,1,7896,1.0,1065.95,1065.95,209.57,217.71,27.57,0.845,4.79,32.62721893,
Tb927.11.5640,"hypothetical protein, conserved",ZUnknown,1,2874,0.2,72.03,72.03,14.16,65.13,22.66,0.68,4.5,33.32352941,
Tb927.10.3350,"hypothetical protein, conserved",ZUnknown,1,1638,0.8,132.81,132.81,26.11,34.01,20.76,0.62,4.38,33.48387097,
Tb927.8.4140,"hypothetical protein, conserved",ZUnknown,1,1215,0.3,28.55,28.55,5.61,21.07,17.35,0.51,4.12,34.01960784,
Tb927.8.7070,"hypothetical protein, conserved",ZUnknown,1,951,0.3,26.04,26.04,5.12,16.74,17.61,0.43,4.14,40.95348837,
Tb927.1.1760,"hypothetical protein, conserved",ZUnknown,1,441,0.3,19.65,19.65,3.86,11.6,26.29,0.61,4.72,43.09836066,
Tb927.10.11340,"hypothetical protein, conserved",ZUnknown,1,4161,0.6,470.42,470.42,92.49,147.23,35.38,0.765,5.14,46.24836601,
Tb927.11.1830,"hypothetical protein, conserved",ZUnknown,3,1713,3.8,401.66,1204.98,236.91,61.97,36.17,0.73,5.18,49.54794521,
Tb927.10.8940,"hypothetical protein, conserved",ZUnknown,1,1236,11.1,3618.07,3618.07,711.34,63.87,51.67,0.935,5.69,55.26203209,
Tb927.3.3560,"hypothetical protein, conserved",ZUnknown,1,1875,0.9,385.99,385.99,75.89,81.48,43.46,0.775,5.44,56.07741935,
Tb927.7.2150,"hypothetical protein, conserved",ZUnknown,2,4113,0.2,94.62,189.24,37.21,183.03,44.5,0.665,5.48,66.91729323,
Tb927.6.1540,"hypothetical protein, conserved",ZUnknown,1,1161,1.0,309.27,309.27,60.8,62,53.4,0.72,5.74,74.16666667,
Tb927.1.4310,"hypothetical protein, conserved",ZUnknown,1,4917,0.6,1061.61,1061.61,208.72,352.39,71.67,0.88,6.16,81.44318182,
Tb927.3.3460,"hypothetical protein, conserved (SDH5 in T cruzi)",ZUnknown,1,1452,6.9,516.69,516.69,101.59,14.64,10.08,0.69,3.33,14.60869565,
Tb927.4.4520,"hypothetical protein, conserved, , polyP and Q  in middle",ZUnknown,1,1515,1.1,38.86,38.86,7.64,6.91,4.56,0.78,2.19,5.846153846,
Tb927.1.1500,"hypothetical protein, conserved, , repetiive PQ towards C-terminus",ZUnknown,1,1995,0.7,9.68,9.68,1.9,2.79,1.4,0.64,0.49,2.1875,
Tb927.11.2140,"hypothetical protein, conserved, 2 cAMP-binding-like domains, RNAi inhibit BS, a litle PC",ZUnknown,1,3342,1.4,206.19,206.19,40.54,29.99,8.97,0.77,3.17,11.64935065,
Tb927.11.13460,"hypothetical protein, conserved, 2 Kelch domains, possible galactose oxidase",ZUnknown,1,1560,0.4,27.17,27.17,5.34,14.02,8.99,0.565,3.17,15.91150442,
Tb927.9.9640,"hypothetical protein, conserved, 2 prefoldin domains, resemblance to myosin",ZUnknown,1,2958,1.3,133.74,133.74,26.29,20.17,6.82,0.675,2.77,10.1037037,
Tb927.11.15360,"hypothetical protein, conserved, 3TM domains",ZUnknown,1,396,7.2,12.87,12.87,2.53,0.35,0.89,0.56,-0.17,1.589285714,
Tb927.10.10050,"hypothetical protein, conserved, 8 TM domains",ZUnknown,1,3666,1.6,233.56,233.56,45.92,28.71,7.83,0.805,2.97,9.726708075,
Tb927.1.4280,"hypothetical protein, conserved, African tryp specific, PTZ (tail-specific protease) domain",ZUnknown,1,2097,0.9,51.29,51.29,10.08,11.76,5.61,0.73,2.49,7.684931507,
Tb927.10.11630,"hypothetical protein, conserved, African tryp-specific",ZUnknown,1,1905,1.7,158.41,158.41,31.14,17.86,9.37,0.815,3.23,11.49693252,
Tb927.10.15730,"hypothetical protein, conserved, ankyrin repeats",ZUnknown,1,10383,0.2,168.88,168.88,33.2,161.01,15.51,0.885,3.96,17.52542373,
Tb927.11.6070,"hypothetical protein, conserved, ARM repeat superfamily",ZUnknown,1,1155,3.4,68.03,68.03,13.38,3.93,3.41,0.63,1.77,5.412698413,
Tb927.5.2330,"hypothetical protein, conserved, armadillo repeat, weak PI3/4 kinase domain",ZUnknown,1,13254,0.4,194.00,194,38.14,84.87,6.4,0.905,2.68,7.071823204,
Tb927.4.3150,"hypothetical protein, conserved, ATPase domain of HSP90, DNA TopoII",ZUnknown,1,1032,2.8,45.94,45.94,9.03,3.22,3.12,0.665,1.64,4.691729323,
Tb927.9.7110,"hypothetical protein, conserved, best match to human NP_065767 GRAM domain protein (membrane association)",ZUnknown,1,888,1.8,186.75,186.75,36.72,19.87,22.37,#N/A,4.48,#N/A,
Tb927.11.6440,"hypothetical protein, conserved, Bromodomain and poly(Q), often in TAP MS",ZUnknown,1,1326,3.8,1072.88,1072.88,210.94,55.16,41.6,0.92,5.38,45.2173913,
Tb927.11.13400,"hypothetical protein, conserved, bromodomains",ZUnknown,1,1983,1.2,82.25,82.25,16.17,13.06,6.58,0.55,2.72,11.96363636,
Tb927.4.640,"hypothetical protein, conserved, C-terminal GRIP domain, resemblance to myosin",ZUnknown,1,1389,1.7,18.54,18.54,3.65,2.21,1.59,0.38,0.67,4.184210526,
Tb927.11.11020,"hypothetical protein, conserved, clathrin-like region, RING finger.",ZUnknown,1,5118,0.5,49.07,49.07,9.65,18.31,3.58,0.755,1.84,4.741721854,
Tb927.8.7820,"hypothetical protein, conserved, Cold-shock DNA-binding domain.",ZUnknown,1,1515,0.6,20.59,20.59,4.05,6.3,4.16,0.75,2.06,5.546666667,
Tb927.8.7760,"hypothetical protein, conserved, collagen-binding domain, quite serine-rich",ZUnknown,2,2700,0.6,4.89,9.78,1.92,3.19,1.18,0.33,0.24,3.575757576,
Tb927.8.1500,"hypothetical protein, conserved, copurifies with MKT1",ZUnknown,1,1806,1.1,180.82,180.82,35.55,32.48,17.99,0.755,4.17,23.82781457,
Tb927.11.3970,"hypothetical protein, conserved, copurifies with U2AF35",ZUnknown,1,2190,2.3,272.50,272.5,53.58,22.92,10.46,0.76,3.39,13.76315789,
Tb927.6.2210,"hypothetical protein, conserved, copurifies with ZC3H32 and 4E-IP",ZUnknown,1,3387,2.7,430.45,430.45,84.63,31.64,9.34,0.725,3.22,12.88275862,
Tb927.10.9090,"hypothetical protein, conserved, cullin-binding domain",ZUnknown,1,726,2.1,14.00,14,2.75,1.3,1.79,0.56,0.84,3.196428571,
Tb927.4.480,"hypothetical protein, conserved, cullin-binding domain",ZUnknown,1,699,1.4,18.51,18.51,3.64,2.57,3.67,0.525,1.88,6.99047619,
Tb927.10.5910,"hypothetical protein, conserved, DNA/RNA polymerase type",ZUnknown,1,2400,1.7,75.94,75.94,14.93,8.63,3.59,0.69,1.84,5.202898551,
Tb927.7.6410,"hypothetical protein, conserved, dsRNA binding domain",ZUnknown,1,4371,1.2,62.09,62.09,12.21,10.44,2.39,0.68,1.26,3.514705882,
Tb927.10.2610,"hypothetical protein, conserved, DUF1935 domain",ZUnknown,1,1455,1.0,3.90,3.9,0.77,0.79,0.55,0.275,-0.86,2,
Tb927.10.3300,"hypothetical protein, conserved, DUF4206 (cysteine-rich)",ZUnknown,1,1626,2.1,30.52,30.52,6,2.86,1.76,0.51,0.82,3.450980392,
Tb927.9.2120,"hypothetical protein, conserved, E-7 to a helicobacter recombinase",ZUnknown,1,831,7.2,36.22,36.22,7.12,0.99,1.19,0.605,0.25,1.966942149,
Tb927.9.3670,"hypothetical protein, conserved, EEP superfamily, CCR4-Nocturnin homolog",ZUnknown,1,1596,1.9,15.33,15.33,3.01,1.57,0.98,0.405,-0.03,2.419753086,
Tb927.7.4300,"hypothetical protein, conserved, F-box",ZUnknown,1,1605,1.3,9.60,9.6,1.89,1.46,0.91,0.425,-0.14,2.141176471,
Tb927.4.3000,"hypothetical protein, conserved, F-box domains,P-loop Ntd triphosphate hydrolase",ZUnknown,1,1305,2.2,19.43,19.43,3.82,1.77,1.35,0.49,0.43,2.755102041,
Tb927.11.350,"hypothetical protein, conserved, ferredoxin fold & yth domain
RNA-binding motif",ZUnknown,1,1308,2.5,97.70,97.7,19.21,7.59,5.81,0.7,2.54,8.3,
Tb927.3.4400,"hypothetical protein, conserved, Golgin-like, SMC domain (chromosome-segregatng ATPase), also matches yeast myosin-like",ZUnknown,1,1083,1.4,12.28,12.28,2.41,1.76,1.63,0.42,0.7,3.880952381,
Tb927.11.6290,"hypothetical protein, conserved, HIT zinc finger",ZUnknown,1,774,4.4,13.64,13.64,2.68,0.6,0.78,0.335,-0.36,2.328358209,
Tb927.11.2900,"hypothetical protein, conserved, HIT zinc finger, matches various other HIT proteins",ZUnknown,1,585,3.3,27.01,27.01,5.31,1.62,2.76,0.505,1.46,5.465346535,
Tb927.10.3010,"hypothetical protein, conserved, in bilobe",ZUnknown,1,3672,1.0,119.52,119.52,23.5,23.13,6.3,0.62,2.66,10.16129032,
Tb927.10.8820,"hypothetical protein, conserved, in bilobe",ZUnknown,1,2301,1.6,172.51,172.51,33.92,21.28,9.25,0.745,3.21,12.41610738,
Tb927.7.7000,"hypothetical protein, conserved, in bilobe",ZUnknown,1,4791,0.2,69.14,69.14,13.59,67.44,14.08,0.775,3.82,18.16774194,
Tb927.4.3120,"hypothetical protein, conserved, in bilobe, ribulose phosphate binding domain",ZUnknown,1,2802,0.5,98.61,98.61,19.39,36.58,13.05,0.66,3.71,19.77272727,
Tb927.4.3340,"hypothetical protein, conserved, in MCM-BP-TAP",ZUnknown,1,1311,1.0,0.21,0.21,0.04,0.04,0.03,0.195,-5.06,0.153846154,
Tb927.11.3510,"hypothetical protein, conserved, in MCM-BP-TAP",ZUnknown,1,2553,2.3,76.90,76.9,15.12,6.67,2.61,0.75,1.38,3.48,
Tb927.10.3270,"hypothetical protein, conserved, in plasma membrane and mito membrane proteomes",ZUnknown,1,465,2.9,20.36,20.36,4,1.36,2.93,0.47,1.55,6.234042553,
Tb927.9.9370,"hypothetical protein, conserved, internal ATG 50aa, PSP1 superafmily, also in CSBPs",ZUnknown,1,774,1.0,2.09,2.09,0.41,0.39,0.51,0.37,-0.97,1.378378378,
Tb927.5.3280,"hypothetical protein, conserved, kineto-specific",ZUnknown,1,3567,1.5,34.35,34.35,6.75,4.48,1.26,0.67,0.33,1.880597015,
Tb927.6.3590,"hypothetical protein, conserved, kineto-specific",ZUnknown,1,3336,1.4,41.80,41.8,8.22,6.05,1.81,0.52,0.86,3.480769231,
Tb927.8.5550,"hypothetical protein, conserved, kineto-specific",ZUnknown,1,480,1.5,9.34,9.34,1.84,1.26,2.63,0.45,1.4,5.844444444,
Tb927.10.11140,"hypothetical protein, conserved, kineto-specific",ZUnknown,1,4671,0.9,103.28,103.28,20.31,22.08,4.73,0.665,2.24,7.112781955,
Tb927.11.2250,"hypothetical protein, conserved, kineto-specific",ZUnknown,1,726,3.2,77.49,77.49,15.24,4.82,6.63,0.805,2.73,8.236024845,
Tb927.9.10840,"hypothetical protein, conserved, kineto-specific no domains",ZUnknown,1,1377,2.0,32.05,32.05,6.3,3.15,2.28,0.515,1.19,4.427184466,
Tb927.4.3970,"hypothetical protein, conserved, kinetoplastid-specific",ZUnknown,1,1464,1.0,8.69,8.69,1.71,1.72,1.18,0.655,0.24,1.801526718,
Tb927.5.4090,"hypothetical protein, conserved, kinetoplastid-specific",ZUnknown,1,726,4.8,16.44,16.44,3.23,0.68,0.93,0.44,-0.1,2.113636364,
Tb927.10.940,"hypothetical protein, conserved, kinetoplastid-specific",ZUnknown,1,627,2.9,9.76,9.76,1.92,0.67,1.07,0.465,0.1,2.301075269,
Tb927.11.6540,"hypothetical protein, conserved, kinetoplastid-specific",ZUnknown,1,1653,3.2,43.69,43.69,8.59,2.67,1.62,0.595,0.7,2.722689076,
Tb927.4.1730,"hypothetical protein, conserved, kinetoplastid-specific",ZUnknown,1,480,5.2,21.01,21.01,4.13,0.8,1.67,0.58,0.74,2.879310345,
Tb927.7.3080,"hypothetical protein, conserved, kinetoplastid-specific",ZUnknown,1,1290,1.9,57.03,57.03,11.21,6.05,4.69,0.485,2.23,9.670103093,
Tb927.9.2160,"hypothetical protein, conserved, kinetoplastid-specific",ZUnknown,1,630,2.6,87.14,87.14,17.13,6.49,10.3,0.755,3.36,13.64238411,
Tb927.3.3060,"hypothetical protein, conserved, kinetoplastid-specific",ZUnknown,1,915,1.5,112.20,112.2,22.06,15.21,16.63,0.73,4.06,22.78082192,
Tb927.8.3820,"hypothetical protein, conserved, kinetoplastid-specific",ZUnknown,1,1020,0.6,109.74,109.74,21.58,33.98,33.31,0.795,5.06,41.89937107,
Tb927.3.3260,"hypothetical protein, conserved, kinetoplastid-specific, poly(E) repeats",ZUnknown,1,969,4.4,8.15,8.15,1.6,0.36,0.38,0.395,-1.4,0.962025316,
Tb927.5.1240,"hypothetical protein, conserved, LicD family",ZUnknown,1,1059,2.2,27.85,27.85,5.48,2.49,2.35,0.49,1.23,4.795918367,
Tb927.10.15310,"hypothetical protein, conserved, linked to melarsoprol resistance, no yeast/human by NCBI",ZUnknown,1,1356,2.0,92.26,92.26,18.14,9.01,6.65,0.875,2.73,7.6,
Tb927.11.3190,"hypothetical protein, conserved, LIS homology & WD40 repeat region matches a human HIV BPR binding protein",ZUnknown,1,4953,0.9,145.54,145.54,28.61,33.08,6.68,0.67,2.74,9.970149254,
Tb927.8.3010,"hypothetical protein, conserved, localises to Bilobe",ZUnknown,1,2214,1.3,71.72,71.72,14.1,10.95,4.94,0.63,2.3,7.841269841,
Tb927.5.3490,"hypothetical protein, conserved, LRR-RI like domain",ZUnknown,1,915,2.2,24.65,24.65,4.85,2.18,2.38,0.5,1.25,4.76,
Tb927.2.3920,"hypothetical protein, conserved, LYR domain as in NADH dehydrogenase but no evidence that its in the mitochondrion",ZUnknown,1,486,7.3,18.02,18.02,3.54,0.48,1,0.48,0,2.083333333,
Tb927.4.2990,"hypothetical protein, conserved, mono ntd cyclase domains at Cter",ZUnknown,1,3870,0.5,123.65,123.65,24.31,49.03,12.67,0.685,3.66,18.49635036,
Tb927.1.1100,"hypothetical protein, conserved, myosin-like",ZUnknown,1,2913,1.4,49.03,49.03,9.64,6.68,2.29,0.615,1.2,3.723577236,
Tb927.10.2190,"hypothetical protein, conserved, N-terminal DUF667, C-terminal poly(Q), no yeast or human match",ZUnknown,1,885,6.2,414.52,414.52,81.5,13.08,14.78,0.87,3.89,16.98850575,
Tb927.6.4270,"hypothetical protein, conserved, NADH dehydrogenase?",ZUnknown,1,711,4.5,96.75,96.75,19.02,4.25,5.98,0.585,2.58,10.22222222,
Tb927.10.14920,"hypothetical protein, conserved, no clear yeast or human match",ZUnknown,1,3543,0.4,4.00,4,0.79,2.05,0.58,0.405,-0.79,1.432098765,
Tb927.11.1280,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,810,1.3,0.25,0.25,0.05,0.04,0.05,0.225,-4.32,0.222222222,
Tb927.4.970,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,669,7.1,7.37,7.37,1.45,0.2,0.31,0.41,-1.69,0.756097561,
Tb927.11.12370,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,729,7.9,19.38,19.38,3.81,0.48,0.66,0.535,-0.6,1.23364486,
Tb927.3.3570,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,489,4.5,15.29,15.29,3.01,0.67,1.37,0.575,0.45,2.382608696,
Tb927.3.2940,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,909,0.7,1.46,1.46,0.29,0.39,0.43,0.18,-1.22,2.388888889,
Tb927.4.4580,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,2,3252,0.2,1.69,3.38,0.66,3.37,1.04,0.39,0.06,2.666666667,
Tb927.3.5410,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,612,3.5,19.33,19.33,3.8,1.07,1.75,0.645,0.81,2.713178295,
Tb927.10.11920,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,468,5.7,18.46,18.46,3.63,0.64,1.36,0.45,0.44,3.022222222,
Tb927.6.5150,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,8841,1.6,191.08,191.08,37.57,23.56,2.66,0.785,1.41,3.388535032,
Tb927.9.1520,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,258,43.3,281.14,281.14,55.27,1.28,4.94,0.84,2.3,5.880952381,
Tb927.7.6340,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,1329,4.2,137.68,137.68,27.07,6.52,4.91,0.795,2.3,6.176100629,
Tb927.6.690,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,750,3.5,65.60,65.6,12.9,3.7,4.94,0.745,2.3,6.630872483,
Tb927.9.14990,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,423,11.8,171.16,171.16,33.65,2.84,6.72,0.725,2.75,9.268965517,
Tb927.7.2090,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,816,2.4,73.19,73.19,14.39,6.03,7.38,0.79,2.88,9.341772152,
Tb927.6.4570,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,426,8.6,143.39,143.39,28.19,3.27,7.69,0.705,2.94,10.90780142,
Tb927.11.4030,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,5022,0.8,177.99,177.99,34.99,43.73,8.71,0.76,3.12,11.46052632,
Tb927.3.700,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,258,9.5,190.62,190.62,37.48,3.95,15.32,0.83,3.94,18.45783133,
Tb927.5.3250,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,4674,0.8,289.49,289.49,56.92,73.18,15.66,0.79,3.97,19.82278481,
Tb927.7.7090,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,459,7.1,284.38,284.38,55.91,7.83,17.05,0.855,4.09,19.94152047,
Tb927.11.12840,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,11892,0.3,386.79,386.79,76.05,220.18,18.51,0.905,4.21,20.45303867,
Tb927.5.570,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,1,6384,0.3,164.65,164.65,32.37,111.47,17.46,0.76,4.13,22.97368421,
Tb927.8.940,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,2,6585,1.2,446.63,893.26,175.62,143.46,21.79,0.635,4.45,34.31496063,
Tb927.8.7480,"hypothetical protein, conserved, no clear yeast or human matches",ZUnknown,2,1908,0.4,71.03,142.06,27.93,70.09,36.73,0.64,5.2,57.390625,
Tb927.11.15780,"hypothetical protein, conserved, no clear yeast or human matches,  resemblance to MIC17 not blast-back positive",ZUnknown,1,297,5.2,41.62,41.62,8.18,1.56,5.27,0.71,2.4,7.422535211,
Tb927.10.6620,"hypothetical protein, conserved, no domains",ZUnknown,1,1452,0.8,5.50,5.5,1.08,1.32,0.91,0.43,-0.14,2.11627907,
Tb927.10.11150,"hypothetical protein, conserved, no domains",ZUnknown,1,681,5.1,34.16,34.16,6.72,1.31,1.92,0.595,0.94,3.226890756,
Tb927.8.1070,"hypothetical protein, conserved, no domains",ZUnknown,1,2655,0.9,24.23,24.23,4.76,5.26,1.98,0.56,0.99,3.535714286,
Tb927.3.5110,"hypothetical protein, conserved, no domains",ZUnknown,1,1458,2.8,47.52,47.52,9.34,3.3,2.27,0.55,1.18,4.127272727,
Tb927.8.4310,"hypothetical protein, conserved, no domains",ZUnknown,1,1947,1.3,49.26,49.26,9.68,7.3,3.75,0.73,1.91,5.136986301,
Tb927.11.3440,"hypothetical protein, conserved, no domains",ZUnknown,1,1593,1.8,72.22,72.22,14.2,8.05,5.05,0.74,2.34,6.824324324,
Tb927.11.2620,"hypothetical protein, conserved, no domains",ZUnknown,1,1866,2.4,119.74,119.74,23.54,9.65,5.17,0.715,2.37,7.230769231,
Tb927.10.3000,"hypothetical protein, conserved, no domains",ZUnknown,1,2358,1.6,132.36,132.36,26.02,16.33,6.92,0.665,2.79,10.40601504,
Tb927.10.9890,"hypothetical protein, conserved, no domains",ZUnknown,1,2616,1.9,213.35,213.35,41.95,22.62,8.65,0.67,3.11,12.91044776,
Tb927.11.2830,"hypothetical protein, conserved, no domains",ZUnknown,1,3111,0.6,91.74,91.74,18.04,29.59,9.51,0.7,3.25,13.58571429,
Tb927.11.10940,"hypothetical protein, conserved, no domains",ZUnknown,1,852,0.7,90.80,90.8,17.85,24.25,28.46,0.765,4.83,37.20261438,
Tb927.8.1290,"hypothetical protein, conserved, no domains, copurifies with ZC3H32",ZUnknown,1,3321,0.7,103.98,103.98,20.44,28.83,8.68,0.785,3.12,11.05732484,
Tb927.11.10200,"hypothetical protein, conserved, no domains, K-specific",ZUnknown,1,1473,2.8,93.82,93.82,18.45,6.52,4.43,0.665,2.15,6.661654135,
Tb927.7.4120,"hypothetical protein, conserved, no domains, K-specific",ZUnknown,1,1524,4.1,280.38,280.38,55.12,13.38,8.78,0.8,3.13,10.975,
Tb927.8.4370,"hypothetical protein, conserved, no domains, K-specific",ZUnknown,1,2733,0.5,65.23,65.23,12.82,24.23,8.87,0.7,3.15,12.67142857,
Tb927.11.16470,"hypothetical protein, conserved, no domains, K-specific",ZUnknown,1,2352,1.0,135.68,135.68,26.68,25.81,10.97,0.75,3.46,14.62666667,
Tb927.8.8280,"hypothetical protein, conserved, no domains, K-specific",ZUnknown,2,789,0.9,24.54,49.08,9.65,10.17,12.89,0.535,3.69,24.09345794,
Tb927.4.1910,"hypothetical protein, conserved, no domains, K-specific",ZUnknown,1,732,2.7,285.46,285.46,56.12,20.97,28.64,0.82,4.84,34.92682927,
Tb927.2.2230,"hypothetical protein, conserved, no domains, Kineto-specific",ZUnknown,1,1167,4.9,150.99,150.99,29.69,6.04,5.18,0.785,2.37,6.598726115,
Tb927.10.4400,"hypothetical protein, conserved, no domains, kinetoplastid specific",ZUnknown,1,492,0.9,1.05,1.05,0.21,0.24,0.49,0.21,-1.03,2.333333333,
