Gene ID	Genomic Location (Gene)	Product Description	Gene Type	Input ID	
Tb927.8.5390	Tb927_08_v5.1:1,596,786..1,598,361(-)	cdc2-related protein kinase 4, putative	protein coding	Tb927.8.5390	
Tb927.8.540	Tb927_08_v5.1:149,978..159,001(-)	N-terminal region of Chorein, a TM vesicle-mediated sorter, putative	protein coding	Tb927.8.540	
Tb927.8.5400	Tb927_08_v5.1:1,599,150..1,601,982(-)	hypothetical protein, conserved	protein coding	Tb927.8.5400	
Tb927.8.5410	Tb927_08_v5.1:1,602,103..1,605,849(-)	hypothetical protein, conserved	protein coding	Tb927.8.5410	
Tb927.8.5420	Tb927_08_v5.1:1,606,120..1,607,378(-)	methyltransferase domain containing protein, putative	protein coding	Tb927.8.5420	
Tb927.8.5430	Tb927_08_v5.1:1,607,513..1,608,351(-)	Snf7, putative	protein coding	Tb927.8.5430	
Tb927.8.5450	Tb927_08_v5.1:1,614,587..1,617,268(+)	amino acid permease 24	protein coding	Tb927.8.5450	
Tb927.8.5480	Tb927_08_v5.1:1,622,863..1,624,660(+)	hypothetical protein, conserved	protein coding	Tb927.8.5480	
Tb927.8.5490	Tb927_08_v5.1:1,624,789..1,627,063(+)	Nucleolar protein,Nop52, putative	protein coding	Tb927.8.5490	
Tb927.8.550	Tb927_08_v5.1:159,308..160,440(-)	peptide methionine sulfoxide reductase, putative	protein coding	Tb927.8.550	
Tb927.8.5500	Tb927_08_v5.1:1,627,256..1,630,150(+)	calcium/calmodulin-dependent protein kinase, putative	protein coding	Tb927.8.5500	
Tb927.8.5510	Tb927_08_v5.1:1,630,555..1,632,976(+)	apurinic/apyrimidinic endonuclease, putative	protein coding	Tb927.8.5510	
Tb927.8.5520	Tb927_08_v5.1:1,633,118..1,633,761(+)	hypothetical protein, conserved	protein coding	Tb927.8.5520	
Tb927.8.5530	Tb927_08_v5.1:1,633,929..1,635,350(+)	COP9 signalosome complex subunit 5, putative	protein coding	Tb927.8.5530	
Tb927.8.5540	Tb927_08_v5.1:1,635,483..1,636,465(+)	Iron-sulfur assembly protein 1	protein coding	Tb927.8.5540	
Tb927.8.5550	Tb927_08_v5.1:1,637,072..1,638,261(+)	hypothetical protein, conserved	protein coding	Tb927.8.5550	
Tb927.8.5560	Tb927_08_v5.1:1,638,632..1,640,521(+)	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative	protein coding	Tb927.8.5560	
Tb927.8.5570	Tb927_08_v5.1:1,640,705..1,642,936(+)	transporter, putative	protein coding	Tb927.8.5570	
Tb927.8.5580	Tb927_08_v5.1:1,643,234..1,658,481(+)	N-terminal region of Chorein, a TM vesicle-mediated sorter/Integral peroxisomal membrane peroxin, putative	protein coding	Tb927.8.5580	
Tb927.8.5590	Tb927_08_v5.1:1,660,953..1,662,750(+)	SH3-binding, glutamic acid-rich protein, putative	protein coding	Tb927.8.5590	
Tb927.8.560	Tb927_08_v5.1:160,542..162,621(-)	hypothetical protein, conserved	protein coding	Tb927.8.560	
Tb927.8.5600	Tb927_08_v5.1:1,662,882..1,664,988(+)	transaldolase, putative	protein coding	Tb927.8.5600	
Tb927.8.5610	Tb927_08_v5.1:1,664,806..1,666,707(+)	hypothetical protein, conserved	protein coding	Tb927.8.5610	
Tb927.8.5620	Tb927_08_v5.1:1,666,848..1,671,138(+)	ubiquitin carboxyl-terminal hydrolase, putative	protein coding	Tb927.8.5620	
Tb927.8.5630	Tb927_08_v5.1:1,672,928..1,675,161(+)	dihydroorotase, putative	protein coding	Tb927.8.5630	
Tb927.8.5640	Tb927_08_v5.1:1,675,290..1,676,653(+)	putative succinate dehydrogenase subunit	protein coding	Tb927.8.5640	
Tb927.8.5650	Tb927_08_v5.1:1,677,293..1,680,329(+)	hypothetical protein, conserved	protein coding	Tb927.8.5650	
Tb927.8.5660	Tb927_08_v5.1:1,680,458..1,681,173(+)	hypothetical protein, conserved	protein coding	Tb927.8.5660	
Tb927.8.5670	Tb927_08_v5.1:1,681,332..1,682,044(+)	SUMO-interacting motif-containing protein	protein coding	Tb927.8.5670	
Tb927.8.5680	Tb927_08_v5.1:1,682,619..1,684,545(+)	Pyridoxal-dependent decarboxylase conserved domain containing protein, putative	protein coding	Tb927.8.5680	
Tb927.8.5690	Tb927_08_v5.1:1,685,027..1,686,187(+)	KREPB8	protein coding	Tb927.8.5690	
Tb927.8.570	Tb927_08_v5.1:162,763..164,349(-)	proteasome regulatory non-ATP-ase subunit 10	protein coding	Tb927.8.570	
Tb927.8.5700	Tb927_08_v5.1:1,686,379..1,687,631(+)	mitochondrial editosome-associated protein KREPB10	protein coding	Tb927.8.5700	
Tb927.8.5710	Tb927_08_v5.1:1,688,580..1,691,349(+)	recombination initiation protein NBS1, putative	protein coding	Tb927.8.5710	
Tb927.8.5720	Tb927_08_v5.1:1,693,548..1,695,138(+)	tRNA (guanine(37)-N1)-methyltransferase	protein coding	Tb927.8.5720	
Tb927.8.5730	Tb927_08_v5.1:1,695,529..1,697,068(+)	STE20-like serine/threonine-protein kinase 1, putative	protein coding	Tb927.8.5730	
Tb927.8.5740	Tb927_08_v5.1:1,697,414..1,698,126(+)	proteasome 26S non-ATPase subunit 9, putative	protein coding	Tb927.8.5740	
Tb927.8.5750	Tb927_08_v5.1:1,698,529..1,701,764(+)	hypothetical protein, conserved	protein coding	Tb927.8.5750	
Tb927.8.5760	Tb927_08_v5.1:1,701,495..1,704,564(+)	Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative	protein coding	Tb927.8.5760	
Tb927.8.5770	Tb927_08_v5.1:1,704,715..1,707,010(+)	Elongator-like Protein 3a	protein coding	Tb927.8.5770	
Tb927.8.5780	Tb927_08_v5.1:1,707,145..1,708,311(+)	phosphatase of regenerating liver-type phosphatase, putative	protein coding	Tb927.8.5780	
Tb927.8.580	Tb927_08_v5.1:164,471..165,702(-)	MICOS complex subunit 40	protein coding	Tb927.8.580	
Tb927.8.5800	Tb927_08_v5.1:1,710,007..1,710,485(+)	hypothetical protein, conserved	protein coding	Tb927.8.5800	
Tb927.8.5810	Tb927_08_v5.1:1,710,867..1,711,750(+)	mitochondrial carrier protein	protein coding	Tb927.8.5810	
Tb927.8.5820	Tb927_08_v5.1:1,712,147..1,713,440(+)	Las1-like, putative	protein coding	Tb927.8.5820	
Tb927.8.5830	Tb927_08_v5.1:1,713,568..1,714,812(+)	SMP-30/Gluconolaconase/LRE-like region, putative	protein coding	Tb927.8.5830	
Tb927.8.5840	Tb927_08_v5.1:1,715,157..1,715,849(+)	hypothetical protein, conserved	protein coding	Tb927.8.5840	
Tb927.8.5850	Tb927_08_v5.1:1,715,967..1,728,797(+)	hypothetical protein, conserved	protein coding	Tb927.8.5850	
Tb927.8.5860	Tb927_08_v5.1:1,729,268..1,730,320(+)	mitochondrial ribosomal protein L17	protein coding	Tb927.8.5860	
Tb927.8.5870	Tb927_08_v5.1:1,730,422..1,732,057(+)	hypothetical protein, conserved	protein coding	Tb927.8.5870	
Tb927.8.5880	Tb927_08_v5.1:1,732,327..1,732,987(+)	eukaryotic translation initiation factor 1A, putative	protein coding	Tb927.8.5880	
Tb927.8.5890	Tb927_08_v5.1:1,734,270..1,735,071(+)	histone chaperone ASF1B	protein coding	Tb927.8.5890	
Tb927.8.590	Tb927_08_v5.1:165,814..169,182(-)	carnitine O-palmitoyltransferase, putative	protein coding	Tb927.8.590	
Tb927.8.5900	Tb927_08_v5.1:1,735,229..1,736,030(+)	Sedlin, N-terminal conserved region, putative	protein coding	Tb927.8.5900	
Tb927.8.5910	Tb927_08_v5.1:1,736,146..1,737,091(+)	hypothetical protein	protein coding	Tb927.8.5910	
Tb927.8.5940	Tb927_08_v5.1:1,742,397..1,743,847(+)	hypothetical protein, conserved	protein coding	Tb927.8.5940	
Tb927.8.5950	Tb927_08_v5.1:1,745,439..1,746,529(+)	mitogen-activated protein kinase kinase 4, putative	protein coding	Tb927.8.5950	
Tb927.8.5960	Tb927_08_v5.1:1,746,892..1,748,379(+)	hypothetical protein, conserved	protein coding	Tb927.8.5960	
Tb927.8.5970	Tb927_08_v5.1:1,748,485..1,750,724(+)	Cullin 5, putative	protein coding	Tb927.8.5970	
Tb927.8.5980	Tb927_08_v5.1:1,751,033..1,753,449(+)	TFIIH basal transcription factor complex helicase subunit, putative	protein coding	Tb927.8.5980	
Tb927.8.5990	Tb927_08_v5.1:1,753,941..1,755,717(+)	NLE (NUC135) domain/WD domain, G-beta repeat, putative	protein coding	Tb927.8.5990	
Tb927.8.600	Tb927_08_v5.1:169,873..171,080(-)	Bucentaur or craniofacial development, putative	protein coding	Tb927.8.600	
Tb927.8.6000	Tb927_08_v5.1:1,755,814..1,757,980(+)	fatty acid desaturase, putative	protein coding	Tb927.8.6000	
Tb927.8.6010	Tb927_08_v5.1:1,758,706..1,760,036(+)	Heme Response-1 protein, putative	protein coding	Tb927.8.6010	
Tb927.8.6020	Tb927_08_v5.1:1,760,211..1,761,366(+)	hypothetical protein, conserved	protein coding	Tb927.8.6020	
Tb927.8.6040	Tb927_08_v5.1:1,764,166..1,764,977(+)	kinetoplast ribosomal PPR-repeat containing protein 11	protein coding	Tb927.8.6040	
Tb927.8.6050	Tb927_08_v5.1:1,765,141..1,765,953(+)	hypothetical protein, conserved	protein coding	Tb927.8.6050	
Tb927.8.6060	Tb927_08_v5.1:1,766,255..1,768,078(+)	2-amino-3-ketobutyrate coenzyme A ligase	protein coding	Tb927.8.6060	
Tb927.8.6070	Tb927_08_v5.1:1,768,547..1,774,148(+)	Trypanosome basal body component protein	protein coding	Tb927.8.6070	
Tb927.8.6080	Tb927_08_v5.1:1,774,291..1,775,418(+)	Glycerophosphoryl diester phosphodiesterase family, putative	protein coding	Tb927.8.6080	
Tb927.8.6090	Tb927_08_v5.1:1,777,717..1,780,428(+)	ubiquitin-protein ligase, putative	protein coding	Tb927.8.6090	
Tb927.8.610	Tb927_08_v5.1:171,816..175,081(-)	hypothetical protein, conserved	protein coding	Tb927.8.610	
Tb927.8.6100	Tb927_08_v5.1:1,780,800..1,784,921(+)	hypothetical protein, conserved	protein coding	Tb927.8.6100	
Tb927.8.6110	Tb927_08_v5.1:1,785,268..1,787,844(+)	3-hydroxy-3-methylglutaryl-CoA synthase, putative	protein coding	Tb927.8.6110	
Tb927.8.6120	Tb927_08_v5.1:1,788,005..1,789,205(+)	hypothetical protein, conserved	protein coding	Tb927.8.6120	
Tb927.8.6130	Tb927_08_v5.1:1,789,378..1,790,845(+)	hypothetical protein, conserved	protein coding	Tb927.8.6130	
Tb927.8.6140	Tb927_08_v5.1:1,790,740..1,792,741(+)	Galactose oxidase, central domain/Kelch motif containing protein, putative	protein coding	Tb927.8.6140	
Tb927.8.6150	Tb927_08_v5.1:1,795,582..1,796,352(+)	40S ribosomal protein S8, putative	protein coding	Tb927.8.6150	
Tb927.8.6170	Tb927_08_v5.1:1,797,566..1,800,456(+)	transketolase, putative	protein coding	Tb927.8.6170	
Tb927.8.6190	Tb927_08_v5.1:1,801,588..1,802,670(+)	BolA-like protein, putative	protein coding	Tb927.8.6190	
Tb927.8.620	Tb927_08_v5.1:175,193..176,691(-)	KREPA3	protein coding	Tb927.8.620	
Tb927.8.6200	Tb927_08_v5.1:1,802,754..1,807,323(+)	tubulin folding cofactor D, putative	protein coding	Tb927.8.6200	
Tb927.8.6210	Tb927_08_v5.1:1,807,451..1,810,439(+)	phosphatidylinositol 3-kinase, putative	protein coding	Tb927.8.6210	
Tb927.8.6220	Tb927_08_v5.1:1,810,896..1,812,745(+)	Phosphorylated CTD interacting factor 1 WW domain containing protein, putative	protein coding	Tb927.8.6220	
Tb927.8.6230	Tb927_08_v5.1:1,812,846..1,814,283(+)	hypothetical protein, conserved	protein coding	Tb927.8.6230	
Tb927.8.6240	Tb927_08_v5.1:1,814,207..1,815,148(+)	STOP axonemal protein	protein coding	Tb927.8.6240	
Tb927.8.6250	Tb927_08_v5.1:1,816,739..1,819,262(+)	Nucleoporin NUP76	protein coding	Tb927.8.6250	
Tb927.8.6260	Tb927_08_v5.1:1,819,506..1,822,482(+)	hypothetical protein, conserved	protein coding	Tb927.8.6260	
Tb927.8.6270	Tb927_08_v5.1:1,822,829..1,824,698(+)	hypothetical protein, conserved	protein coding	Tb927.8.6270	
Tb927.8.6280	Tb927_08_v5.1:1,825,043..1,825,798(+)	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative	protein coding	Tb927.8.6280	
Tb927.8.6290	Tb927_08_v5.1:1,826,002..1,827,634(+)	hypothetical protein, conserved	protein coding	Tb927.8.6290	
Tb927.8.630	Tb927_08_v5.1:176,838..178,436(-)	lipoyltransferase, putative	protein coding	Tb927.8.630	
Tb927.8.6300	Tb927_08_v5.1:1,827,735..1,829,732(+)	hypothetical protein, conserved	protein coding	Tb927.8.6300	
Tb927.8.6310	Tb927_08_v5.1:1,830,043..1,830,620(+)	chaperone protein DnaJ, putative	protein coding	Tb927.8.6310	
Tb927.8.6320	Tb927_08_v5.1:1,830,792..1,832,524(+)	hypothetical protein, conserved	protein coding	Tb927.8.6320	
Tb927.8.6330	Tb927_08_v5.1:1,832,463..1,835,819(+)	WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative	protein coding	Tb927.8.6330	
Tb927.8.6340	Tb927_08_v5.1:1,835,930..1,840,202(+)	CYC2-like cyclin, putative	protein coding	Tb927.8.6340	
Tb927.8.6350	Tb927_08_v5.1:1,841,257..1,846,876(+)	CYC2-like cyclin, putative	protein coding	Tb927.8.6350	
Tb927.8.6360	Tb927_08_v5.1:1,846,783..1,850,425(+)	SPRY domain containing protein, putative	protein coding	Tb927.8.6360	
Tb927.8.6370	Tb927_08_v5.1:1,850,583..1,852,321(+)	Flagellar pocket collar protein 4	protein coding	Tb927.8.6370	
Tb927.8.6380	Tb927_08_v5.1:1,854,181..1,855,443(+)	hypothetical protein, conserved	protein coding	Tb927.8.6380	
Tb927.8.6390	Tb927_08_v5.1:1,855,721..1,857,075(+)	lysophospholipase, putative	protein coding	Tb927.8.6390	
Tb927.8.640	Tb927_08_v5.1:178,808..179,191(-)	Dpy-30 motif containing protein, putative	protein coding	Tb927.8.640	
Tb927.8.6400	Tb927_08_v5.1:1,857,212..1,858,194(+)	hypothetical protein, conserved	protein coding	Tb927.8.6400	
Tb927.8.6410	Tb927_08_v5.1:1,858,315..1,859,949(+)	beta-ketoacyl-ACP reductase 3, putative	protein coding	Tb927.8.6410	
Tb927.8.6420	Tb927_08_v5.1:1,860,236..1,862,071(+)	beta-ketoacyl-ACP reductase 2	protein coding	Tb927.8.6420	
Tb927.8.6430	Tb927_08_v5.1:1,862,239..1,863,355(+)	hypothetical protein, conserved	protein coding	Tb927.8.6430	
Tb927.8.6440	Tb927_08_v5.1:1,863,498..1,864,065(+)	RNA-binding protein, putative	protein coding	Tb927.8.6440	
Tb927.8.6450	Tb927_08_v5.1:1,866,685..1,867,769(+)	inhibitor of cysteine peptidase	protein coding	Tb927.8.6450	
Tb927.8.6460	Tb927_08_v5.1:1,867,885..1,868,894(+)	kinase binding protein CGI-121, putative	protein coding	Tb927.8.6460	
Tb927.8.6470	Tb927_08_v5.1:1,869,009..1,870,719(+)	SET domain containing protein, putative	protein coding	Tb927.8.6470	
Tb927.8.6490	Tb927_08_v5.1:1,872,788..1,876,353(+)	Basal body protein	protein coding	Tb927.8.6490	
Tb927.8.650	Tb927_08_v5.1:179,692..183,769(-)	cation-transporting ATPase, putative	protein coding	Tb927.8.650	
Tb927.8.6500	Tb927_08_v5.1:1,880,322..1,883,234(+)	cell division cycle protein 20, putative	protein coding	Tb927.8.6500	
Tb927.8.6510	Tb927_08_v5.1:1,883,386..1,884,211(+)	ubiquitin-protein ligase, putative	protein coding	Tb927.8.6510	
Tb927.8.6520	Tb927_08_v5.1:1,884,493..1,885,772(+)	hypothetical protein, conserved	protein coding	Tb927.8.6520	
Tb927.8.6530	Tb927_08_v5.1:1,886,002..1,887,214(+)	SET domain containing protein, putative	protein coding	Tb927.8.6530	
Tb927.8.6540	Tb927_08_v5.1:1,887,514..1,888,635(+)	TFIIH basal transcription factor subunit	protein coding	Tb927.8.6540	
Tb927.8.6550	Tb927_08_v5.1:1,888,915..1,889,891(+)	hypothetical protein, conserved	protein coding	Tb927.8.6550	
Tb927.8.6560	Tb927_08_v5.1:1,890,050..1,891,223(+)	SpoU rRNA Methylase family, putative	protein coding	Tb927.8.6560	
Tb927.8.6570	Tb927_08_v5.1:1,897,691..1,899,967(-)	hypothetical protein, conserved	protein coding	Tb927.8.6570	
Tb927.8.6580	Tb927_08_v5.1:1,900,342..1,904,230(-)	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	protein coding	Tb927.8.6580	
Tb927.8.6590	Tb927_08_v5.1:1,904,674..1,906,831(-)	Outer mitochondrial membrane transport complex protein/Glutathione S-transferase, C-terminal domain containing protein, putative	protein coding	Tb927.8.6590	
Tb927.8.660	Tb927_08_v5.1:184,411..185,403(-)	Sel1 repeat, putative	protein coding	Tb927.8.660	
Tb927.8.6600	Tb927_08_v5.1:1,907,079..1,910,015(-)	Glutathione S-transferase, C-terminal domain containing protein, putative	protein coding	Tb927.8.6600	
Tb927.8.6610	Tb927_08_v5.1:1,910,152..1,911,520(-)	hypothetical protein, conserved	protein coding	Tb927.8.6610	
Tb927.8.6620	Tb927_08_v5.1:1,911,911..1,913,195(-)	hypothetical protein, conserved	protein coding	Tb927.8.6620	
Tb927.8.6630	Tb927_08_v5.1:1,914,887..1,916,198(-)	hypothetical protein	protein coding	Tb927.8.6630	
Tb927.8.6650	Tb927_08_v5.1:1,920,610..1,927,517(-)	RNA-binding protein, putative	protein coding	Tb927.8.6650	
Tb927.8.6660	Tb927_08_v5.1:1,927,740..1,930,752(-)	paraflagellar rod component, putative	protein coding	Tb927.8.6660	
Tb927.8.6670	Tb927_08_v5.1:1,931,253..1,932,849(-)	hypothetical protein, conserved	protein coding	Tb927.8.6670	
Tb927.8.6680	Tb927_08_v5.1:1,933,277..1,933,910(-)	clathrin assembly sigma-adaptin protein 3, putative	protein coding	Tb927.8.6680	
Tb927.8.6690	Tb927_08_v5.1:1,934,041..1,939,606(-)	ATP-dependent DEAD/H DNA helicase recQ, putative	protein coding	Tb927.8.6690	
Tb927.8.670	Tb927_08_v5.1:186,156..188,368(-)	hypothetical protein, conserved	protein coding	Tb927.8.670	
Tb927.8.6740	Tb927_08_v5.1:1,950,955..1,952,908(-)	DNA repair protein, putative	protein coding	Tb927.8.6740	
Tb927.8.6750	Tb927_08_v5.1:1,953,050..1,954,109(-)	translationally controlled tumor protein (TCTP), putative	protein coding	Tb927.8.6750	
Tb927.8.6770	Tb927_08_v5.1:1,956,199..1,957,583(-)	WD domain, G-beta repeat, putative	protein coding	Tb927.8.6770	
Tb927.8.6780	Tb927_08_v5.1:1,957,700..1,959,293(-)	hypothetical protein, conserved	protein coding	Tb927.8.6780	
Tb927.8.6790	Tb927_08_v5.1:1,959,423..1,964,598(-)	hypothetical protein, conserved	protein coding	Tb927.8.6790	
Tb927.8.680	Tb927_08_v5.1:188,501..189,112(-)	KREPA5	protein coding	Tb927.8.680	
Tb927.8.6810	Tb927_08_v5.1:1,966,703..1,968,535(-)	STE/STE11 serine/threonine-protein kinase, putative	protein coding	Tb927.8.6810	
Tb927.8.6820	Tb927_08_v5.1:1,968,681..1,970,237(-)	hypothetical protein, conserved	protein coding	Tb927.8.6820	
Tb927.8.6830	Tb927_08_v5.1:1,970,489..1,977,037(-)	kinesin, putative	protein coding	Tb927.8.6830	
Tb927.8.6840	Tb927_08_v5.1:1,977,184..1,980,731(-)	mismatch repair protein MLH1	protein coding	Tb927.8.6840	
Tb927.8.6850	Tb927_08_v5.1:1,980,868..1,982,126(-)	Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative	protein coding	Tb927.8.6850	
Tb927.8.6860	Tb927_08_v5.1:1,982,971..1,985,238(-)	High-temperature-induced dauer-formation protein, putative	protein coding	Tb927.8.6860	
Tb927.8.6870	Tb927_08_v5.1:1,986,193..1,988,713(-)	hypothetical protein, conserved	protein coding	Tb927.8.6870	
Tb927.8.6880	Tb927_08_v5.1:1,988,869..1,991,480(-)	translation initiation factor IF-2, putative	protein coding	Tb927.8.6880	
Tb927.8.6890	Tb927_08_v5.1:1,991,592..1,992,093(-)	putative succinate dehydrogenase subunit	protein coding	Tb927.8.6890	
Tb927.8.690	Tb927_08_v5.1:190,302..190,773(-)	peptidyl-prolyl cis-trans isomerase/rotamase, putative	protein coding	Tb927.8.690	
Tb927.8.6900	Tb927_08_v5.1:1,992,183..1,992,911(-)	transport protein particle (TRAPP) component, putative	protein coding	Tb927.8.6900	
Tb927.8.6910	Tb927_08_v5.1:1,993,034..1,993,718(-)	cyclophilin, putative	protein coding	Tb927.8.6910	
Tb927.8.6920	Tb927_08_v5.1:1,993,910..1,994,794(-)	hypothetical protein, conserved	protein coding	Tb927.8.6920	
Tb927.8.700	Tb927_08_v5.1:191,287..195,097(-)	DNA repair and recombination helicase protein PIF7	protein coding	Tb927.8.700	
Tb927.8.7000	Tb927_08_v5.1:2,016,313..2,016,990(+)	E1-like ubiquitin-activating enzyme, putative	protein coding	Tb927.8.7000	
Tb927.8.7010	Tb927_08_v5.1:2,017,108..2,017,728(+)	chaperone protein DnaJ, putative	protein coding	Tb927.8.7010	
Tb927.8.7020	Tb927_08_v5.1:2,017,999..2,021,297(+)	peptidase, putative	protein coding	Tb927.8.7020	
Tb927.8.7030	Tb927_08_v5.1:2,021,493..2,022,756(+)	hypothetical protein, conserved	protein coding	Tb927.8.7030	
Tb927.8.7040	Tb927_08_v5.1:2,022,875..2,023,684(+)	hypothetical protein, conserved	protein coding	Tb927.8.7040	
Tb927.8.7050	Tb927_08_v5.1:2,023,810..2,025,276(+)	mu-adaptin 4, putative	protein coding	Tb927.8.7050	
Tb927.8.7070	Tb927_08_v5.1:2,030,613..2,031,901(+)	Flagellum attachment zone protein 15	protein coding	Tb927.8.7070	
Tb927.8.7080	Tb927_08_v5.1:2,032,591..2,037,164(+)	hypothetical protein, conserved	protein coding	Tb927.8.7080	
Tb927.8.710	Tb927_08_v5.1:195,245..200,617(-)	RNA-binding protein, putative	protein coding	Tb927.8.710	
Tb927.8.7100	Tb927_08_v5.1:2,040,902..2,048,147(+)	acetyl-CoA carboxylase	protein coding	Tb927.8.7100	
Tb927.8.7120	Tb927_08_v5.1:2,053,097..2,055,755(+)	squalene synthase, putative	protein coding	Tb927.8.7120	
Tb927.8.7130	Tb927_08_v5.1:2,056,469..2,057,145(+)	hypothetical protein, conserved	protein coding	Tb927.8.7130	
Tb927.8.7170	Tb927_08_v5.1:2,062,752..2,063,991(+)	inositol polyphosphate 1-phosphatase, putative	protein coding	Tb927.8.7170	
Tb927.8.7180	Tb927_08_v5.1:2,064,232..2,065,057(+)	hypothetical protein, conserved	protein coding	Tb927.8.7180	
Tb927.8.7190	Tb927_08_v5.1:2,065,305..2,067,491(+)	hypothetical protein	protein coding	Tb927.8.7190	
Tb927.8.720	Tb927_08_v5.1:203,019..203,947(-)	Cytosolic iron-sulfur protein assembly 2B, putative	protein coding	Tb927.8.720	
Tb927.8.7200	Tb927_08_v5.1:2,067,632..2,071,568(+)	Region in Clathrin and VPS, putative	protein coding	Tb927.8.7200	
Tb927.8.7210	Tb927_08_v5.1:2,071,423..2,072,065(+)	hypothetical protein, conserved	protein coding	Tb927.8.7210	
Tb927.8.7280	Tb927_08_v5.1:2,089,766..2,091,074(+)	emp24/gp25L/p24 family/GOLD, putative	protein coding	Tb927.8.7280	
Tb927.8.7290	Tb927_08_v5.1:2,091,173..2,093,679(+)	Regulator of chromosome condensation (RCC1) repeat, putative	protein coding	Tb927.8.7290	
Tb927.8.730	Tb927_08_v5.1:204,064..205,432(-)	nucleolar RNA-binding protein, putative	protein coding	Tb927.8.730	
Tb927.8.7340	Tb927_08_v5.1:2,106,984..2,109,357(-)	trans-sialidase, putative	protein coding	Tb927.8.7340	
Tb927.8.7360	Tb927_08_v5.1:2,115,951..2,121,812(+)	hypothetical protein, conserved	protein coding	Tb927.8.7360	
Tb927.8.7370	Tb927_08_v5.1:2,121,949..2,123,715(+)	hypothetical protein	protein coding	Tb927.8.7370	
Tb927.8.7380	Tb927_08_v5.1:2,123,860..2,125,724(+)	dihydrolipoamide dehydrogenase, point mutation	protein coding	Tb927.8.7380	
